,new_index,Lens ID_Train,index,Abstract_Train,Abstract_trim_2_Train,Lens ID_Test,Abstract_Test,Abstract_trim_2_Test,Dickson,Andy,Bill
18,18hello,185-847-512-601-188,18,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",045-388-908-940-286,"<p>The lack of standardization in the production, organization and dissemination of information in documentation centers and institutions alike, as a result from the digitization of collections and their availability on the internet has called for integration efforts. The sheer availability of multimedia content has fostered the development of many distinct and, most of the time, independent metadata standards for its description. This study aims at presenting and comparing the existing standards of metadata, vocabularies and ontologies for multimedia annotation and also tries to offer a synthetic overview of its main strengths and weaknesses, aiding efforts for semantic integration and enhancing the findability of available multimedia resources on the web. We also aim at unveiling the characteristics that could, should and are perhaps not being highlighted in the characterization of multimedia resources. </p>","['lack', 'standard', 'product', 'dissemin', 'document', 'center', 'institut', 'alik', 'result', 'digit', 'collect', 'avail', 'internet', 'call', 'integr', 'effort', 'sheer', 'avail', 'multimedia', 'content', 'foster', 'mani', 'distinct', 'time', 'independ', 'metadata', 'standard', 'descript', 'aim', 'compar', 'exist', 'standard', 'metadata', 'vocabulari', 'ontolog', 'multimedia', 'annot', 'tri', 'offer', 'synthet', 'overview', 'main', 'strength', 'weak', 'aid', 'effort', 'semant', 'integr', 'enhanc', 'findabl', 'avail', 'multimedia', 'resourc', 'web', 'aim', 'unveil', 'characterist', 'could', 'perhap', 'highlight', 'character', 'multimedia', 'resourc']",,,
19,19hello,160-606-850-771-257,19,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",063-359-887-330-154,"The Underground Railroad was a network of people who helped fugitive slaves escape to the North and Canada during the U.S. Civil War period, beginning in about 1831.Quilting was used as a form of information representation (Breneman 2001). This simple classification was designed to relate the symbolic transmission of escape routes and locations of sanctuary. Because it was for use in a children's library, symbolic representations were used to anchor the classes. Symbols are based in the African graphic arts, the Adinkra symbols of Ghana (West African wisdom. 2001), and also from actual quilt practice (Threads of Freedom 2001 and Breneman 2001).","['underground', 'railroad', 'network', 'peopl', 'help', 'fugit', 'slave', 'escap', 'north', 'canada', 'u', 'civil', 'war', 'period', 'begin', '1831', 'quilt', 'use', 'form', 'represent', 'breneman', '2001', 'simpl', 'design', 'relat', 'symbol', 'transmiss', 'escap', 'rout', 'locat', 'sanctuari', 'use', 'children', 'symbol', 'represent', 'use', 'anchor', 'class', 'symbol', 'african', 'graphic', 'art', 'adinkra', 'symbol', 'ghana', 'west', 'african', 'wisdom', '2001', 'actual', 'quilt', 'practic', 'thread', 'freedom', '2001', 'breneman', '2001']",,,
20,20hello,185-847-512-601-188,20,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",006-131-603-403-086,"<p>Cultural heritage institutions are publishing their digital collections over the web as LOD. This is is a new step in the patrimonialization and curatorial processes developed by such institutions. Many of these collections are thematically superimposed and complementary. Frequently, objects in these collections present culturally relevant relationships, such as a book about a painting, or a draft or sketch of a famous painting, etc. LOD technology enables such heritage records to be interlinked, achieving interoperability and adding value to digital collections, thus empowering heritage institutions. An aim of this research is characterizing such culturally relevant relationships and organizing them in a vocabulary. Use cases or examples of relationships between objects suggested by curators or mentioned in literature and in the conceptual models as FRBR/LRM, CIDOC CRM and RiC-CM, were collected and used as examples or inspiration of cultural relevant relationships. Relationships identified are collated and compared for identifying those with the same or similar meaning, synthesized and normalized. A set of thirty-three culturally relevant relationships are identified and formalized as a LOD property vocabulary to be used by digital curators to interlink digital collections. The results presented are provisional and a starting point to be discussed, tested, and enhanced. </p>","['cultur', 'heritag', 'institut', 'publish', 'digit', 'collect', 'web', 'lod', 'new', 'step', 'patrimoni', 'curatori', 'process', 'institut', 'mani', 'collect', 'themat', 'superimpos', 'complementari', 'frequent', 'object', 'collect', 'cultur', 'relev', 'relationship', 'book', 'paint', 'draft', 'sketch', 'famou', 'paint', 'lod', 'technolog', 'enabl', 'heritag', 'record', 'interlink', 'achiev', 'interoper', 'ad', 'valu', 'digit', 'collect', 'empow', 'heritag', 'institut', 'aim', 'research', 'character', 'cultur', 'relev', 'relationship', 'vocabulari', 'use', 'case', 'exampl', 'relationship', 'object', 'suggest', 'curat', 'mention', 'literatur', 'conceptu', 'model', 'cidoc', 'crm', 'collect', 'use', 'exampl', 'inspir', 'cultur', 'relev', 'relationship', 'relationship', 'identifi', 'compar', 'identifi', 'similar', 'mean', 'synthes', 'normal', 'thirti', 'cultur', 'relev', 'relationship', 'identifi', 'formal', 'lod', 'properti', 'vocabulari', 'use', 'digit', 'curat', 'interlink', 'digit', 'collect', 'result', 'provision', 'start', 'discuss', 'test', 'enhanc']",,,
21,21hello,120-767-088-360-769,21,"This paper gives an overview of the history, development, and structure of the electronic thesauri produced and maintained by the Getty Research Institute (GRI). We describe the evolution of the Art and Architecture Thesaurus (AAT), the Getty Thesaurus of Geographic Names (TGN), and the Union List of Artist Names (ULAN) as multilingual, cross-cultural knowledge organization systems (KOS); the factors that make them unique; and their potential, when expressed as Linked Open Data (LOD) to play a key role in the Semantic Web.","['give', 'overview', 'histori', 'structur', 'electron', 'thesauri', 'produc', 'maintain', 'getti', 'research', 'institut', 'describ', 'evolut', 'art', 'architectur', 'thesauru', 'getti', 'thesauru', 'geograph', 'name', 'union', 'list', 'artist', 'name', 'ulan', 'multilingu', 'cross', 'cultur', 'system', 'factor', 'make', 'uniqu', 'potenti', 'express', 'link', 'open', 'data', 'lod', 'play', 'key', 'role', 'semant', 'web']",090-193-723-112-590,"Explanation of how prime numbers can be derived from the numbers 1, 2 and 3 and how they can be visualized on eight rays by introducing a cyclic way of presentation according to the model of an atom and its shells for the prime numbers of the form 6n+1. Also it is shown how prime numbers are coded in the Pascal Triangle. From its implications it is concluded that prime numbers form the background of the material world and that four-dimensional space around a point is a decimal prime-number space. (KO)","['explan', 'prime', 'number', 'deriv', 'number', 'visual', 'eight', 'ray', 'introduc', 'cyclic', 'accord', 'model', 'atom', 'shell', 'prime', 'number', 'form', 'shown', 'prime', 'number', 'code', 'pascal', 'triangl', 'implic', 'conclud', 'prime', 'number', 'form', 'background', 'materi', 'world', 'dimension', 'space', 'around', 'decim', 'prime', 'number', 'space']",,,
22,22hello,160-606-850-771-257,22,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",116-226-320-354-253,"Argumentation as reflected in a short communication from the published literature of botany and zoology is discussed. Trying to capture the logic structure of the argument, however imperfectly, is relevant to information science and depends on a particular goal: namely, to potentially benefit the task of sketching the relationship between bibliographic entries in a better manner than is possible with present-day bibliometric or scientometric practice. This imposes tight limits on the depth of analysis of the text.","['argument', 'reflect', 'short', 'commun', 'publish', 'literatur', 'botani', 'zoolog', 'discuss', 'tri', 'captur', 'logic', 'structur', 'argument', 'howev', 'imperfectli', 'relev', 'depend', 'particular', 'goal', 'name', 'potenti', 'benefit', 'task', 'sketch', 'relationship', 'bibliograph', 'entri', 'better', 'manner', 'possibl', 'day', 'bibliometr', 'scientometr', 'practic', 'impos', 'tight', 'limit', 'depth', 'analysi', 'text']",,,
23,23hello,135-471-224-323-287,23,"Part-of-speech (POS) taggers are used in an increasing number of terminology applications. However, terminologists do not know exactly how they perform on specialized texts since most POS taggers have been trained on general corpora, that is, corpora containing all sorts of undifferentiated texts. In this article, we evaluate the performance of two POS taggers on French and English medical texts. The taggers are TnT (a statistical tagger developed at Saarland University (Brants 2000)) and WinBrill (the Windows version of the tagger initially developed by Eric Brill (1992)). Ten extracts from medical texts were submitted to the taggers and the outputs scanned manually. Results pertain to the accuracy of tagging in terms of correctly and incorrectly tagged words. We also study the handling of unknown words from different viewpoints.","['speech', 'tagger', 'use', 'increas', 'number', 'terminolog', 'applic', 'howev', 'terminologist', 'know', 'exactli', 'perform', 'special', 'text', 'sinc', 'tagger', 'train', 'gener', 'corpora', 'corpora', 'contain', 'sort', 'undifferenti', 'text', 'articl', 'evalu', 'perform', 'tagger', 'french', 'english', 'medic', 'text', 'tagger', 'tnt', 'statist', 'tagger', 'saarland', 'univers', 'brant', '2000', 'winbril', 'window', 'version', 'tagger', 'initi', 'eric', 'brill', '1992', 'extract', 'medic', 'text', 'submit', 'tagger', 'output', 'scan', 'manual', 'result', 'pertain', 'accuraci', 'tag', 'correctli', 'incorrectli', 'tag', 'word', 'handl', 'unknown', 'word', 'viewpoint']",019-340-375-042-065,"This paper describes a survey of subject analysis research over the ten year period 1988 to 1998. Data are drawn from the research environment encompassing publications, conference papers, major bibiographic resources in the field of Library and Information Science and selective searches of the Internet. Findings reveal major and minor areas of research activity Trends and developments are identified and conclusions drawn. Strengths and weaknesses in the approaches taken to subject analysis research are discussed and suggestions for improvements are made with a view to future research directions.","['describ', 'survey', 'analysi', 'research', 'year', 'period', '1988', '1998', 'data', 'drawn', 'research', 'environ', 'encompass', 'public', 'confer', 'major', 'bibiograph', 'resourc', 'select', 'search', 'internet', 'find', 'reveal', 'major', 'minor', 'area', 'research', 'activ', 'trend', 'identifi', 'conclus', 'drawn', 'strength', 'weak', 'taken', 'analysi', 'research', 'discuss', 'suggest', 'improv', 'made', 'view', 'futur', 'research', 'direct']",,,
24,24hello,012-309-807-113-075,24,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",036-751-873-254-266,"Governing the professional and intellectual potential is an interdisciplinary field of scientific research using a systematic process of developing innovation technologies for transforming individual knowledge and specialists' experience in such a way that would apply the knowledge and experience to the processes, services and products offered by an organization to reach its strategic goals. From the technological standpoint, governing the professional and intellectual potential represents modeling, forming, using and developing the corporate system of governing the professional and intellectual potential. We consider structuring knowledge using this model rather valuable during the stage of forming the governance system of professional and intellectual potential. Understanding, i.e., explicit definition of these factors, would allow for constant observation of the behavioral trends and for organizing the activity in a way conducive for influencing the favorable change of these factors. In addition, the presence of the critical management factor (CMF) system enables one to check the significance of any activity (i.e., any processes within a company) against these factors.","['govern', 'profession', 'intellectu', 'potenti', 'interdisciplinari', 'scientif', 'research', 'use', 'systemat', 'process', 'innov', 'technolog', 'transform', 'individu', 'specialist', 'experi', 'appli', 'experi', 'process', 'servic', 'product', 'offer', 'reach', 'strateg', 'goal', 'technolog', 'standpoint', 'govern', 'profession', 'intellectu', 'potenti', 'repres', 'model', 'form', 'use', 'corpor', 'system', 'govern', 'profession', 'intellectu', 'potenti', 'consid', 'structur', 'use', 'model', 'rather', 'valuabl', 'stage', 'form', 'govern', 'system', 'profession', 'intellectu', 'potenti', 'understand', 'explicit', 'definit', 'factor', 'allow', 'constant', 'observ', 'behavior', 'trend', 'activ', 'conduc', 'influenc', 'favor', 'chang', 'factor', 'addit', 'presenc', 'critic', 'manag', 'factor', 'cmf', 'system', 'enabl', 'check', 'signific', 'activ', 'process', 'compani', 'factor']",,,
25,25hello,160-606-850-771-257,25,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",092-264-638-820-590,"Traditionally, database indexing and book indexing have been looked upon as being quite distinct and have been kept apart in textbooks and teaching. The traditional borderline between both variations of indexing, however, should not conceal fundamental commonalities of the two approaches. For example, thesaurus construction and usage, quite common in databases, has hardly been encountered in book indexing so far. Database indexing, on the other hand, has hardly made use of subheadings of the syntax-displaying type, quite common in book indexing. Most database users also prefer precombining vocabulary units and reject concept analysis. However, insisting on precombining descriptors in a large database vocabulary may, in the long run, well be destructive to the quality of indexing and of the searches. A complementary approach is conceivable which provides both precombinations and analyzed subjects, both index language syntax and subheadings, and provides access to an information system via precombinations, without jeopardizing the manageability of the vocabulary. Such an approach causes considerable costs in input because it involves a great deal of intellectual work. On the other hand, much time and costs will be saved in the use of the system. In addition, such an approach would endow an information system with survival power.","['tradit', 'databas', 'book', 'look', 'upon', 'quit', 'distinct', 'kept', 'apart', 'textbook', 'teach', 'tradit', 'borderlin', 'variat', 'howev', 'conceal', 'fundament', 'common', 'exampl', 'thesauru', 'construct', 'usag', 'quit', 'common', 'databas', 'hardli', 'encount', 'book', 'far', 'databas', 'hand', 'hardli', 'made', 'use', 'subhead', 'syntax', 'display', 'type', 'quit', 'common', 'book', 'databas', 'prefer', 'precombin', 'vocabulari', 'unit', 'reject', 'concept', 'analysi', 'howev', 'insist', 'precombin', 'descriptor', 'larg', 'databas', 'vocabulari', 'long', 'run', 'destruct', 'qualiti', 'search', 'complementari', 'conceiv', 'precombin', 'analyz', 'languag', 'syntax', 'subhead', 'access', 'system', 'via', 'precombin', 'without', 'jeopard', 'manag', 'vocabulari', 'caus', 'consider', 'cost', 'input', 'involv', 'great', 'deal', 'intellectu', 'hand', 'much', 'time', 'cost', 'save', 'use', 'system', 'addit', 'endow', 'system', 'surviv', 'power']",,,
26,26hello,012-309-807-113-075,26,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",160-333-375-465-988,"Sidhom and Hassoun discuss the crucial role of NLP (Natural Language Processing) tools in Knowledge Extraction and Management as well as in the design of Information Retrieval Systems. The authors focus more specifically on the morpho-syntactic issues by describing their morpho-syntactic analysis platform, which has been implemented to cover the automatic indexing and information retrieval topics. To this end they implemented the Cascaded Augmented Transition Network (ATN). They used this formalism in order to analyse French text descriptions of Multimedia documents. An implementation of an ATN parsing automaton is briefly described. The Platform in its logical operation is considered as an investigative tool towards the knowledge organization (based on an NP -Noun Phrase- recognition model) and management of multiform e(electronic)-documents (text, multimedia, audio, image) using their text descriptions.","['sidhom', 'hassoun', 'discuss', 'crucial', 'role', 'nlp', 'natur', 'languag', 'process', 'tool', 'extract', 'manag', 'design', 'retriev', 'system', 'focu', 'specif', 'morpho', 'syntact', 'issu', 'describ', 'morpho', 'syntact', 'analysi', 'platform', 'implement', 'cover', 'automat', 'retriev', 'topic', 'implement', 'cascad', 'augment', 'transit', 'network', 'use', 'formal', 'order', 'analys', 'french', 'text', 'descript', 'multimedia', 'document', 'implement', 'pars', 'automaton', 'briefli', 'describ', 'platform', 'logic', 'oper', 'consid', 'investig', 'tool', 'toward', 'noun', 'phrase', 'recognit', 'model', 'manag', 'multiform', 'electron', 'document', 'text', 'multimedia', 'audio', 'imag', 'use', 'text', 'descript']",,,
27,27hello,012-309-807-113-075,27,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",172-261-380-859-581,"This paper is a review of genre analysis of author abstracts carried out in the area of English for Special Purposes (ESP) since 1990. Given the descriptive character of such analysis, it can be valuable for Information Science (IS), as it provides a picture of the variation in author abstracts, depending on the discipline, culture and language of the author, and the envisaged context. The authors claim that such knowledge can be useful for information professionals who need to revise author abstracts, or use them for other activities in the organization of knowledge, such as subject analysis and control of vocabulary. With this purpose in mind, we summarize various findings of ESP research. We describe how abstracts vary in structure, content and discourse, and how linguists explain such variations. Other factors taken into account are the stylistic and discoursal features of the abstract, lexical choices, and the possible sources of bias. In conclusion, we show how such findings can have practical and theoretical implications for IS.","['review', 'genr', 'analysi', 'abstract', 'carri', 'area', 'english', 'special', 'purpos', 'sinc', '1990', 'given', 'descript', 'charact', 'analysi', 'valuabl', 'pictur', 'variat', 'abstract', 'depend', 'disciplin', 'cultur', 'languag', 'envisag', 'context', 'claim', 'use', 'profession', 'revis', 'abstract', 'use', 'activ', 'analysi', 'control', 'vocabulari', 'purpos', 'mind', 'summar', 'variou', 'find', 'research', 'describ', 'abstract', 'vari', 'structur', 'content', 'discours', 'linguist', 'explain', 'variat', 'factor', 'taken', 'account', 'stylist', 'discours', 'featur', 'abstract', 'lexic', 'choic', 'possibl', 'sourc', 'conclus', 'show', 'find', 'practic', 'theoret', 'implic']",,,
28,28hello,185-847-512-601-188,28,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",184-237-567-326-860,"The ways in which notation can be used to express the content of documents to which it relates are various. At the most superficial level notation can correspond to the hierarchical structure of the schedules or link to literal components. The notation of compound concepts can express the structure and composition of the compound, and systems exist in which symbols denote the functional roles of the constituent elements and the relationships between them. At the highest level notation can be used to mirror the actual structure of those entities which it represents, as in the case of mathematical systems or chemical compounds. Methods of displaying these structures are examined, and the practicality in a documentary context is questioned, with particular reference to recent revision work on the chemistry class of the Bliss Bibliographic Classification 2nd edition (BC2).","['notat', 'use', 'express', 'content', 'document', 'relat', 'variou', 'superfici', 'level', 'notat', 'correspond', 'hierarch', 'structur', 'schedul', 'link', 'liter', 'compon', 'notat', 'compound', 'concept', 'express', 'structur', 'composit', 'compound', 'system', 'exist', 'symbol', 'denot', 'function', 'role', 'constitu', 'element', 'relationship', 'highest', 'level', 'notat', 'use', 'mirror', 'actual', 'structur', 'entiti', 'repres', 'case', 'mathemat', 'system', 'chemic', 'compound', 'method', 'display', 'structur', 'examin', 'practic', 'documentari', 'context', 'question', 'particular', 'refer', 'recent', 'revis', 'chemistri', 'class', 'bliss', 'bibliograph', 'edit']",,,
29,29hello,185-847-512-601-188,29,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",007-412-694-977-073,"Attention is drawn to the inadequacies ofthe existing classification schemes as pointed out by individuals and groups concerned with classification research. The article is based on an earlier study by the author, which identified and arranged in a filiatory way the main concepts of sociology and determined their relative significance as headings in a classification scheme The sociology schedule in the Dewey Decimal Classification was examined on the basis of nine evaluation criteria, as e.g. arrangement of major categories, provision for main concepts, use of phrased headings instead of individual key terms, and scattering of related concepts in the schedule. It was found that a large number of the main concepts of sociology are either not represented in the schedule or mentioned in the scope note only along with the main headings. A table shows one hundred main concepts of sociology arranged and classified within ten major categories or sections, and their provision in the DDC. The study suggests that the DDC needs serious reconsideration with regard to the main headings/categories provided as class headings, terminology used for the concepts, the filiatory structure adopted, and the representation of the main concepts of sociology.","['attent', 'drawn', 'inadequaci', 'ofth', 'exist', 'scheme', 'individu', 'group', 'concern', 'research', 'articl', 'earlier', 'identifi', 'arrang', 'filiatori', 'main', 'concept', 'sociolog', 'determin', 'rel', 'signific', 'head', 'scheme', 'sociolog', 'schedul', 'dewey', 'decim', 'examin', 'basi', 'nine', 'evalu', 'criteria', 'arrang', 'major', 'categori', 'provis', 'main', 'concept', 'use', 'phrase', 'head', 'instead', 'individu', 'key', 'scatter', 'relat', 'concept', 'schedul', 'found', 'larg', 'number', 'main', 'concept', 'sociolog', 'either', 'repres', 'schedul', 'mention', 'scope', 'note', 'along', 'main', 'head', 'tabl', 'show', 'hundr', 'main', 'concept', 'sociolog', 'arrang', 'classifi', 'major', 'categori', 'section', 'provis', 'suggest', 'seriou', 'reconsider', 'regard', 'main', 'head', 'categori', 'class', 'head', 'terminolog', 'use', 'concept', 'filiatori', 'structur', 'adopt', 'represent', 'main', 'concept', 'sociolog']",,,
30,30hello,120-767-088-360-769,30,"This paper gives an overview of the history, development, and structure of the electronic thesauri produced and maintained by the Getty Research Institute (GRI). We describe the evolution of the Art and Architecture Thesaurus (AAT), the Getty Thesaurus of Geographic Names (TGN), and the Union List of Artist Names (ULAN) as multilingual, cross-cultural knowledge organization systems (KOS); the factors that make them unique; and their potential, when expressed as Linked Open Data (LOD) to play a key role in the Semantic Web.","['give', 'overview', 'histori', 'structur', 'electron', 'thesauri', 'produc', 'maintain', 'getti', 'research', 'institut', 'describ', 'evolut', 'art', 'architectur', 'thesauru', 'getti', 'thesauru', 'geograph', 'name', 'union', 'list', 'artist', 'name', 'ulan', 'multilingu', 'cross', 'cultur', 'system', 'factor', 'make', 'uniqu', 'potenti', 'express', 'link', 'open', 'data', 'lod', 'play', 'key', 'role', 'semant', 'web']",044-258-524-068-132,"In China, the Dewey Decimal Classification (DDC) is one of the most influential classifications. It had a great impact on the development of Chinese classification. A comparison between DDC and three representative Chinese classifications corresponding to ancient, modern and contemporary times, illustrate the influence of DDC on Chinese classifications. The celebration of the 120th anniversary of the DDC is a good time to review its introduction, application, development and impact in China.","['china', 'dewey', 'decim', 'influenti', 'great', 'impact', 'chines', 'comparison', 'repres', 'chines', 'correspond', 'ancient', 'modern', 'contemporari', 'time', 'illustr', 'influenc', 'chines', 'celebr', 'anniversari', 'time', 'review', 'introduct', 'applic', 'impact', 'china']",,,
31,31hello,160-606-850-771-257,31,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",070-202-933-076-205,"This is a comparative analysis of the term ontology, used in the computer science domain, with the term thesaurus, used in the information science domain. The aim of the study is to establish the main convergence points of these two knowledge representation instruments and to point out their differences. In order to fulfill this goal an analytical-synthetic method was applied to extract the meaning underlying each of the selected definitions of the instruments. The definitions were obtained from texts well accepted by the research community from both areas. The definitions were applied to a KWIC system in order to rotate the terms that were examined qualitatively and quantitatively. We concluded that thesauri and ontologies operate at the same knowledge level, the epistemological level, in spite of different origins and purposes.","['compar', 'analysi', 'ontolog', 'use', 'comput', 'domain', 'thesauru', 'use', 'domain', 'aim', 'establish', 'main', 'converg', 'represent', 'instrument', 'order', 'fulfil', 'goal', 'analyt', 'synthet', 'method', 'appli', 'extract', 'mean', 'underli', 'select', 'definit', 'instrument', 'definit', 'obtain', 'text', 'accept', 'research', 'commun', 'area', 'definit', 'appli', 'kwic', 'system', 'order', 'rotat', 'examin', 'qualit', 'quantit', 'conclud', 'thesauri', 'ontolog', 'oper', 'level', 'epistemolog', 'level', 'spite', 'origin', 'purpos']",,,
32,32hello,185-129-272-793-400,32,"Reports on investigations conducted at the Institute for Scientific, Technical and Economic Information (ISTEI) in Warsaw (Poland) in 1992-1993. These investigations aimed at a comparative analysis of four indexing languages (ILs) developed and/or used in Poland and at the establishment of concordances between them. These were the following ILs: Polish Thematic Classification (PTC) descriptor language based on the Thesaurus of Common Topics (TCT), Universal Decimal Classification (UDC), Subject-Heading Language of the National Library in Warsaw (SHL). When establishing concordances the PTC was chosen as the master language whereas the three other ILs served as target languages","['report', 'investig', 'conduct', 'institut', 'scientif', 'technic', 'econom', 'warsaw', 'poland', '1992', '1993', 'investig', 'aim', 'compar', 'analysi', 'languag', 'use', 'poland', 'establish', 'concord', 'follow', 'polish', 'themat', 'ptc', 'descriptor', 'languag', 'thesauru', 'common', 'topic', 'univers', 'decim', 'udc', 'head', 'languag', 'nation', 'warsaw', 'establish', 'concord', 'ptc', 'chosen', 'master', 'languag', 'wherea', 'serv', 'target', 'languag']",016-646-164-523-566,Defines the concept of knowledge representation. Explains the major AI (Artificial Intelligence)-based knowledge representation techniques developed so far. Critically examines the strengths and weaknesses of such AI techniques. Argues that the analytico-synthetic approach advocated by Ranganathan is really a powerful knowledge representation technique containing in itself the epistemological foundations required for real progress in the field.,"['defin', 'concept', 'represent', 'explain', 'major', 'ai', 'artifici', 'intellig', 'represent', 'techniqu', 'far', 'critic', 'examin', 'strength', 'weak', 'ai', 'techniqu', 'argu', 'analytico', 'synthet', 'advoc', 'ranganathan', 'realli', 'power', 'represent', 'techniqu', 'contain', 'epistemolog', 'foundat', 'requir', 'progress']",,,
