Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
003-766-466-266-010,"Specifying Intersystem Relations: Requirements, Strategies, and Issues",,2010,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Felix Boteram; Jessica Hubrich,,37,3,216,222,Risk analysis (engineering); Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2010-3-216,http://dx.doi.org/10.5771/0943-7444-2010-3-216,,10.5771/0943-7444-2010-3-216,2893591452,,0,,2
004-734-767-878-31X,Knowledge Organization Through Statistical Computation: A New Approach,,2009,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yang Xu; Alain Bernard,,36,4,227,239,Data science; Knowledge organization; Statistical computation; Computer science,,,,,https://hal.archives-ouvertes.fr/hal-00466273,http://dx.doi.org/10.5771/0943-7444-2009-4-227,,10.5771/0943-7444-2009-4-227,2735499032,,0,,10
004-773-263-785-613,Clare Beghtol: Exploring New Approaches to the Organization of Knowledge,,2010,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Lynne C. Howarth,,37,2,95,100,Sociology; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2010-2-95,http://dx.doi.org/10.5771/0943-7444-2010-2-95,,10.5771/0943-7444-2010-2-95,2894227162,,0,,1
005-151-797-809-210,Tensions Between Language and Discourse in North American Knowledge Organization,2011-11-04,2011,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,D. Grant Campbell,,2,1,10,16,Organizational learning; Political science; Information system; Knowledge organization; Engineering ethics; Knowledge management,,,,,http://journals.lib.washington.edu/index.php/nasko/article/download/12808/11290 https://journals.lib.washington.edu/index.php/nasko/article/view/12808/11290 http://arizona.openrepository.com/arizona/handle/10150/105546,http://dx.doi.org/10.7152/nasko.v2i1.12808,,10.7152/nasko.v2i1.12808,2041423056,,0,001-464-919-938-400; 009-893-668-495-073; 022-564-361-964-481; 025-695-726-174-626; 029-275-535-129-990; 067-568-080-743-552; 078-173-134-669-320; 093-342-291-216-462; 107-960-658-213-343; 130-225-649-609-20X; 153-202-738-358-898; 159-238-666-172-324; 161-752-846-263-489; 174-812-603-865-761; 182-864-646-837-95X; 191-828-965-218-564; 193-627-707-985-201,2
005-477-590-821-001,A Practical Application of FRBR for Organizing Information in Digital Environments,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yunseon Choi,"This study employs the FRBR (Functional Requirements for Bibliographic Records) conceptual model to provide in-depth investigation on the characteristics of social tags by analyzing the bibliographic attributes of tags that are not limited to subject properties. FRBR describes four different levels of entities (i.e., Work, Expression, Manifestation, and Item), which provide a distinguishing understanding of each entity in the bibliographic universe. In this research, since the scope of data analysis focuses on tags assigned to web documents, consideration on Manifestation and Item has been excluded. Accordingly, only the attributes of Work and Expression entity were investigated in order to map the attributes of tags to attributes defined in those entities. The content analysis on tag attributes was conducted on a total of 113 web documents regarding 11 attribute categories defined by FRBR. The findings identified essential bibliographic attributes of tags and tagging behaviors by subject. The findings showed that concerning specific subject areas, taggers exhibited different tagging behaviors representing distinctive features and tendencies. These results have led to the conclusion that there should be an increased awareness of diverse user needs by subject in terms of the practical implications of metadata generation.",39,4,233,254,Entity–relationship model; Conceptual model; World Wide Web; Content analysis; Information retrieval; Cataloging; Functional Requirements for Bibliographic Records; Social tags; Subject areas; Computer science; Metadata,,,,,http://dx.doi.org/10.5771/0943-7444-2012-4-233 http://cat.inist.fr/?aModele=afficheN&cpsidt=26220881,http://dx.doi.org/10.5771/0943-7444-2012-4-233,,10.5771/0943-7444-2012-4-233,2468024838,,0,,3
006-525-494-124-249,Visual Analysis of Classification Scheme,,2010,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Veslava Osińska,,37,4,299,306,Classification scheme; Artificial intelligence; Pattern recognition; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2010-4-299,http://dx.doi.org/10.5771/0943-7444-2010-4-299,,10.5771/0943-7444-2010-4-299,2894187295,,0,,3
007-622-828-791-502,Rhizomes in the iField: What Does it Mean to be an iSchool?,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Kathleen Burnett; Laurie J. Bonnici,,40,6,408,413,Rhizome; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2013-6-408,http://dx.doi.org/10.5771/0943-7444-2013-6-408,,10.5771/0943-7444-2013-6-408,2810967290,,0,,3
008-909-769-208-35X,,,2012,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,39,6,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2012-6,,10.5771/0943-7444-2012-6,,,0,,0
009-469-524-971-648,ISKO 12’s Bookshelf—Evolving Intension: An Editorial,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,,40,1,3,10,Library science; Computer science; Intension,,,,,http://dx.doi.org/10.5771/0943-7444-2013-1-3,http://dx.doi.org/10.5771/0943-7444-2013-1-3,,10.5771/0943-7444-2013-1-3,2810613342,,0,,2
009-477-517-486-695,Knowledge Creation and Commercialization Activities in Polish Public HEUs in the Area of Technical and Engineering Sciences,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Urszula Sienkiewicz; Izabela Kijeńska-Dąbrowska,,40,2,136,146,Engineering; Commercialization; Knowledge creation; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2013-2-136,http://dx.doi.org/10.5771/0943-7444-2013-2-136,,10.5771/0943-7444-2013-2-136,2809787990,,0,,1
011-224-757-086-670,A Note from the Editor,,2009,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,36,4,263,263,,,,,,,http://dx.doi.org/10.5771/0943-7444-2009-4-263,,10.5771/0943-7444-2009-4-263,,,0,,0
011-818-316-829-385,Signposting the Crossroads: Terminology Web Services and Classification-Based Interoperability,,2010,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Gordon Dunsire; Dennis Nicholson,,37,4,280,286,World Wide Web; Interoperability; Web service; Computer science; Terminology,,,,,http://dx.doi.org/10.5771/0943-7444-2010-4-280,http://dx.doi.org/10.5771/0943-7444-2010-4-280,,10.5771/0943-7444-2010-4-280,2893443513,,0,,2
012-652-438-359-587,"Tabulating Queer: Space, Perversion, and Belonging",,2009,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Patrick Keilty,"Considering fields as diverse as the history of science, Internet studies, border studies, and coalition politics, the article gives an historical overview of how the knowledge around queer phe- nomena has been structured, tabulated, and spacialized: the hazards, coercive and productive qualities, as well as queer's para- doxical relationship as both resistant to and reliant on categories, classification, and knowledge structures. In the process, the article also considers the development of Western hierarchical knowledge structures in relation to societal power dynamics, proximity, and space.",36,4,240,248,Epistemology; Sociology; Internet studies; Queer; Perversion; Power dynamics; Social science; History of science; Politics; New media,,,,,https://tspace.library.utoronto.ca/bitstream/1807/78144/1/ko3620094f.pdf https://tspace.library.utoronto.ca/handle/1807/78144,http://dx.doi.org/10.5771/0943-7444-2009-4-240,,10.5771/0943-7444-2009-4-240,2164334023,,0,021-552-143-004-04X; 044-094-604-229-17X; 050-941-211-008-167; 059-438-671-773-803; 069-834-973-809-573; 079-765-735-090-280; 093-342-291-216-462; 100-079-513-299-504; 108-738-808-504-234; 132-412-668-018-006; 148-571-180-308-199,16
012-718-135-350-429,Index to Volume 39,,2013,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,40,1,79,80,,,,,,,http://dx.doi.org/10.5771/0943-7444-2013-1-79,,10.5771/0943-7444-2013-1-79,,,0,,0
013-831-568-355-859,A Pragmatic Semeiotic Perspective on the Concept of Information Need and Its Relevance for Knowledge Organization,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Martin Thellefsen; Torkild Thellefsen; Brent Sørenson,,40,4,213,224,Knowledge organization; Computer science; Knowledge management; Information needs,,,,,http://dx.doi.org/10.5771/0943-7444-2013-4-213,http://dx.doi.org/10.5771/0943-7444-2013-4-213,,10.5771/0943-7444-2013-4-213,2810805035,,0,004-039-225-663-416; 005-599-457-386-376; 009-248-538-955-105; 028-138-506-770-052; 033-230-410-350-988; 035-263-247-754-424; 035-789-193-786-274; 046-372-661-221-879; 046-543-449-102-534; 048-807-509-929-939; 050-001-631-698-723; 053-409-937-285-225; 058-422-233-534-682; 064-979-192-032-082; 065-006-768-164-017; 066-482-498-803-037; 081-335-225-857-914; 087-831-676-456-440; 097-051-534-903-351; 113-243-207-500-226; 115-864-616-763-910; 119-763-046-270-841; 122-834-688-224-453; 123-476-910-300-357; 128-176-217-173-051; 167-219-482-137-774; 180-718-985-578-94X; 193-989-829-527-055; 194-391-518-246-985; 195-814-701-071-640,3
014-557-729-820-211,Spanish Research in Knowledge Organization (2002-2010),,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Mercedes de la Moneda Corrochano; María J. López-Huertas; Evaristo Jiménez Contreras,,40,1,28,41,Sociology; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2013-1-28,http://dx.doi.org/10.5771/0943-7444-2013-1-28,,10.5771/0943-7444-2013-1-28,2915295577,,0,,2
014-837-246-679-053,"Introduction to the Special Issue: ‘Paradigms of Knowledge and its Organization: The Tree, the Net and Beyond’",,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Fulvio Mazzocchi; Gian Carlo Fedeli,,40,6,363,365,The Internet; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2013-6-363,http://dx.doi.org/10.5771/0943-7444-2013-6-363,,10.5771/0943-7444-2013-6-363,2809899417,,0,,4
014-940-432-329-028,URT “Indexing and Classification Systems” Projects and Biomedical Knowledge Standards,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Maria Teresa Chiaravalloti; Erika Pasceri; Maria Taverniti,,39,1,3,12,Data science; Biomedical knowledge; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-2012-1-3,http://dx.doi.org/10.5771/0943-7444-2012-1-3,,10.5771/0943-7444-2012-1-3,2809855124,,0,,0
015-255-393-824-253,ISKO 11’s Diverse Bookshelf: An Editorial,,2011,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,,38,3,179,186,Library science; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2011-3-179,http://dx.doi.org/10.5771/0943-7444-2011-3-179,,10.5771/0943-7444-2011-3-179,2893905448,,0,,5
016-086-842-537-260,"Nonknowledge: The Bibliographical Organization of Ignorance, Stupidity, Error, and Unreason: Part Two",,2009,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Jay H. Bernstein,,36,4,249,260,,,,,,,http://dx.doi.org/10.5771/0943-7444-2009-4-249,,10.5771/0943-7444-2009-4-249,,,0,,3
016-219-984-491-233,Contemplating Co-creator Rights in Archival Description,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Anne J. Gilliland,,39,5,340,346,Political science; Art history,,,,,http://dx.doi.org/10.5771/0943-7444-2012-5-340,http://dx.doi.org/10.5771/0943-7444-2012-5-340,,10.5771/0943-7444-2012-5-340,2811172139,,0,,11
016-780-208-466-573,Three creative tensions in document interpretation theory set as evidence of the need for a descriptive informatics,,2009,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Joseph T. Tennis,"Describes three tensions in the theoretical literature of indexing: chief sources of evidence indexing, process of indexing (rubrics and methods), and philosophical position of indexing scholarship. Following this exposition, we argue for a change in perspective in Knowledge Organization research. Using the difference between prescriptive and descriptive linguistics as a metaphor, we advocate for a shift to a more descriptive, rather than the customary prescriptive, approach to the theoretical and empirical study of indexing, and by extension Knowledge Organization.",36,4,190,199,Epistemology; Rubric; Empirical research; Philosophical theory; Linguistic description; Scholarship; Metaphor; Knowledge organization; Computer science; Search engine indexing,,,,,http://faculty.washington.edu/jtennis/Publications_files/Tennis2009KO32-4.pdf https://digital.lib.washington.edu:443/researchworks/handle/1773/37946,http://dx.doi.org/10.5771/0943-7444-2009-4-190,,10.5771/0943-7444-2009-4-190,2565122350,,0,001-464-919-938-400; 007-716-747-884-19X; 016-338-096-452-975; 018-426-685-841-728; 038-249-176-007-541; 042-970-670-993-63X; 060-142-663-052-283; 060-719-330-389-965; 064-979-192-032-082; 074-697-929-068-168; 095-068-472-945-078; 104-677-724-566-719; 119-763-046-270-841; 124-358-133-724-25X; 138-561-175-358-392; 142-503-089-740-746; 142-660-795-318-795; 191-260-642-331-483,2
017-369-200-797-809,"Challenges of Diversity, Consistency, and Globality in Indexing of Local Archeological Artifacts",,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Teija Oikarinen; Terttu Kortelainen,,40,2,123,135,Information retrieval; Globality; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-2013-2-123,http://dx.doi.org/10.5771/0943-7444-2013-2-123,,10.5771/0943-7444-2013-2-123,2810841533,,0,,5
018-695-689-651-185,Reflexions on Multidimensional Knowledge: Its Influence on the Foundation of Knowledge Organization,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,María J. López-Huertas,,40,6,400,407,Sociology; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2013-6-400,http://dx.doi.org/10.5771/0943-7444-2013-6-400,,10.5771/0943-7444-2013-6-400,2810374580,,0,,7
018-757-555-841-937,Titelei/Inhaltsverzeichnis,,2010,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,37,3,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2010-3-i,,10.5771/0943-7444-2010-3-i,,,0,,0
019-459-368-288-17X,"From Disorder to Order: A Challenge for the Philosopher and the Librarian (Milan, Italy)",,2009,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Laura Frigerio,,36,2-3,150,159,Philosophy; Classics,,,,,https://moh-it.pure.elsevier.com/en/publications/from-disorder-to-order-a-challenge-for-the-philosopher-and-the-li,http://dx.doi.org/10.5771/0943-7444-2009-2-3-150,,10.5771/0943-7444-2009-2-3-150,2626323001,,0,,0
019-514-128-099-774,"Speaking Truth to Power in Classification: Response to Fox’s Review of My Work; KO 39:4, 300",,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rick Szostak,,40,1,76,76,Computer science; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-2013-1-76,http://dx.doi.org/10.5771/0943-7444-2013-1-76,,10.5771/0943-7444-2013-1-76,2810050801,,0,,5
020-593-763-638-064,"Rajendra Kumbhar. Library Classification Trends in the 21st Century. Witney, UK: Chandos Publishing (Oxford) Ltd.: 2012. ISBN: 1843346605, 9781843346609",,2013,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,40,1,62,63,,,,,,,http://dx.doi.org/10.5771/0943-7444-2013-1-62,,10.5771/0943-7444-2013-1-62,,,0,,0
020-701-696-508-723,The Methodological Influence of Peirce's Pragmatism on Knowledge Organization,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Carlos Cândido de Almeida,,39,3,204,215,Epistemology; Philosophy; Pragmatism; Knowledge organization,,,,,http://repositorio.unesp.br/handle/11449/10575,http://dx.doi.org/10.5771/0943-7444-2012-3-204,,10.5771/0943-7444-2012-3-204,837016828,,0,,2
021-118-977-382-985,Titelei/Inhaltsverzeichnis,,2012,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,39,1,1,2,,,,,,,http://dx.doi.org/10.5771/0943-7444-2012-1-1,,10.5771/0943-7444-2012-1-1,,,0,,0
022-386-667-595-51X,,,2012,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,39,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2012-3,,10.5771/0943-7444-2012-3,,,0,,0
022-409-279-677-686,Faceted Taxonomies for the Performing Arts Domain: The Case of the European Collected Library of Artistic Performance,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Irene Scaturro,,40,3,205,213,Sociology; Visual arts; Performing arts,,,,,http://dx.doi.org/10.5771/0943-7444-2013-3-205,http://dx.doi.org/10.5771/0943-7444-2013-3-205,,10.5771/0943-7444-2013-3-205,2810727708,,0,,3
024-164-302-056-168,Extending the Linked Data Cloud with Multilingual Lexical Linked Data,,2013,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ernesto William De Luca,,40,5,320,331,Information retrieval; Computer science; Linked data; Cloud computing,,,,,http://dx.doi.org/10.5771/0943-7444-2013-5-320,http://dx.doi.org/10.5771/0943-7444-2013-5-320,,10.5771/0943-7444-2013-5-320,2810603804,,0,,2
024-544-604-242-657,Which Ethics? Whose Morality?: An Analysis of Ethical Standards for Information Organization,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Melodie J. Fox; Austin Reece,,39,5,377,383,Sociology; Morality; Ethical standards; Engineering ethics,,,,,http://dx.doi.org/10.5771/0943-7444-2012-5-377,http://dx.doi.org/10.5771/0943-7444-2012-5-377,,10.5771/0943-7444-2012-5-377,2811512378,,0,,9
025-018-251-879-308,Is FRBR A Domain? Domain Analysis Applied to the Literature of The FRBR Family of Conceptual Models,,2013,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Richard P. Smiraglia,,40,4,273,284,,,,,,,http://dx.doi.org/10.5771/0943-7444-2013-4-273,,10.5771/0943-7444-2013-4-273,,,0,,1
026-156-970-219-041,Including Authorial Stance in the Indexing of Scientific Documents,,2012,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Viviane Clavier; Céline Paganelli,"This article argues that authorial stance should be taken into account in the indexing of scientific documents. Authorial stance has been widely studied in linguistics and is a typical feature of scientific writing that reveals the uniqueness of each author's perspective, their scientific contribution, and their thinking. We argue that authorial stance guides the reading of scientific documents and that it can be used to characterize the knowledge contained in such documents. Our research has previously shown that people reading dissertations are interested both in a topic and in a document's authorial stance. Now, we would like to propose a two-tiered indexing system. Dissertations would first be divided into paragraphs; then, each information unit would be defined by topic and by the markers of authorial stance present in the document.",39,4,292,299,World Wide Web; Scientific writing; Computer science; Linguistics; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-2012-4-292 http://cat.inist.fr/?aModele=afficheN&cpsidt=26220887,http://dx.doi.org/10.5771/0943-7444-2012-4-292,,10.5771/0943-7444-2012-4-292,2528165389,,0,,5
026-746-626-984-49X,KO Literature now searchable online,,2012,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,39,4,304,306,,,,,,,http://dx.doi.org/10.5771/0943-7444-2012-4-304,,10.5771/0943-7444-2012-4-304,,,0,,0
027-388-915-150-669,Multidimensional Classifications: Past and Future Conceptualizations and Visualizations,,2012,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Charles van den Heuvel,,39,6,446,460,,,,,,,http://dx.doi.org/10.5771/0943-7444-2012-6-446,,10.5771/0943-7444-2012-6-446,,,0,,1
