Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
031-740-156-435-499,Indexing of musical genres. An epistemological perspective,,2003,journal article,Knowledge Organization,09437444,,,Knut Tore Abrahamsen,"This article sets out to investigate genre as a basic criterion in subject indexing of music in libraries and bibliographical databases. The concept of genre is examined in relation to epistemology and to different values and views in both musicology and libraries. The point of departure is to regard music as a domain of actors, institutions and processes. A comprehensive definition of this domain is suggested, which includes several subdomains and discourses. The classical music subdomain and the popular music subdomain are introduced and related to libraries. The article further investigates the concept of paradigm in relation to musicology. It demonstrates how two different paradigms influence the way music is defined, described, classified and indexed and how they are part of a historical context. The fourth part of the article focuses on the concept of genre and the analysis of music and the relation between analytical methods and values/paradigms. In addition, this part focuses on the actors that are responsible for the verbalization of genres in music. The fifth part examines indexing of musical genres with a view to their function as subject access points in databases. The unsatisfactory state of today's practice, as well as the need of a better theoretical foundation of the concept of genre, is documented. The unsatisfactory differentiation in the organising of popular music is exemplified by Danish and Norwegian libraries, including the DK5 system and the Indeksering afmusik guidelines. Finally, arguments are put forward for developing an anthropological paradigm in relation to organizing music in libraries.",30,,144,169,Epistemology; Popular music; Sociology; Musicology; Subject indexing; Subject access; Linguistics; Classical music; Musical; Biomusicology; Music history,,,,,,,,,2488385637,,0,,20
042-401-029-005-536,Suggesting an Option for DDC class Religion (200) for nations in which religious diversity predominates,,2001,journal article,Knowledge Organization,09437444,,,Oh Dong-Geun; Yeo Ji-Suk,"This study makes recommendations to adapt and expand the class Religion (200) of the Dewey Decimal Classification (DDC) for libraries in nations, particularly Korea, where religious diversity predominates. It contracts the classes on Christianity, 220-280, into one class, 220, and allows for local Korean emphasis so that religions of Asian, and especially East Asian, origin are given preferred treatment. It relocates Buddhism and other religions of Asian origin into separate divisions, 230 and 240, respectively. The recommendations maintain the basic system and order of DDC. Whenever possible, they adhere to the Korean Decimal Classification in the arrangement of religions of Asian origin. Because the options for religions other than Christianity in DDC are to give preferred treatment to a specific religion, this article tries to generalize the idea to suggest an option in DDC as Option F for > 292-299 Religions other than Christianity, for other nations in the world having similar situations. It says: Contract the Bible and Christianity in 220-280 into 220, and then class other religions to give preferred treatment in 230-280, respectively, following the order in DDC. In that case, the number 2 should be inserted in the second digit of the Bible and Christianity, eg, the Bible 222, Jesus Christ & his family 223.2, and Puritanism 228.59.",28,2,75,84,Dewey Decimal Classification; Sociology; Law; Religious studies; Korean decimal classification; Asian origin; Religious diversity; Jesus christ; Christianity; Buddhism; East Asia,,,,,,,,,2527541983,,0,,3
042-553-754-884-249,Likeness between Ranganathan's postulations based approach to knowledge classification and entity relationship data modelling approach,,2003,journal article,Knowledge Organization,09437444,,,null Kashyap,"This paper describes the Postulations Based Approach to Facet Classification as articulated by S. R. Ranganathan for knowledge classification and for the design of a facet scheme of library classification, and the Entity-Relationship Data Modelling and Analysis Approach set by Peter Pin-Sen Chen; both further modified by other experts. Efforts have been made to show the parallelism between the two approaches. It points out that, both the theoretical approaches are concerned with the organisation of knowledge or information, and apply almost similar theoretical principles, concepts, and techniques for the design and development of a framework for the organisation of knowledge, information, or data, in their respective domains. It states that both the approaches are complementary and supplementary to each other. The paper also argues that Ranganathan's postulations based approach or analytico-synthetic approach to knowledge classification can be applied for developing efficient data retrieval systems in addition to the data analysis and modelling domain.",30,1,1,19,Entity–relationship model; Artificial intelligence; Library classification; Information retrieval; Chen; Faceted classification; Knowledge organization; Computer science; Data retrieval; Data modeling; Information science,,,,,,,,,2501615441,,0,,5
046-846-411-960-590,The Serious Leisure Frontier in Library and Informtion Science: Hobby Domains,2003-01-01,2003,journal article,Knowledge Organization,09437444,,,Jenna Hartel,"The library and information studies (LIS) field conducts a minority of research into leisure realms while favoring scholarly and professional contexts as subjects. Such is the case despite compelling evidence of the desirability and profundity of leisure in human life. This article introduces one popular form of leisure, hobbies, as a potentially provocative topic for LIS scholarship. To facilitate research on information within hobbies, the article discusses two conceptual devices: Serious leisure (Stebbins, 1982) describes essential characteristics of leisure, establishes that some types are information-rich, and provides a framework to study leisure systematically; The collectivist theory of domain analysis (Hjorland and Albrechtsen, 1995) orients research to the hobby milieu and its objective information forms, recasting them as hobby domains. As an example of the application of both devices, a case study is reviewed of the information resources in the hobby of cooking. The article closes with a call to action and suggested research program for the study of hobbies in LIS.",30,,228,238,Call to action; Sociology; Research program; Scholarship; Frontier; Hobby; Human life; Social science; Public relations; Information science; Collectivism,,,,,https://works.bepress.com/jenna_hartel/32/ https://works.bepress.com/jenna_hartel/32/download/,https://works.bepress.com/jenna_hartel/32/,,,1524307444,,0,,85
046-947-454-102-783,A multiagent system architecture for retrieving and showing information,,2000,journal article,Knowledge Organization,09437444,,,Vicente Julián; Carlos Carrascosa; Jose Soler,"Over the last few years the use of the agent/multi-agent paradigm has grown sharply. This paradigm has been applied to different fields including control processes, mobile robots, and information retrieval. In this paper, we present a system architecture based on the agent and multi-agent paradigm that allows us to retrieve and manage any kind of information from the Internet. We present our architecture as a generic and open system architecture. One of its main features is the agents' independence from the network's dynamic. We explain in detail what has already been done in our architecture as well as our future plans.",27,,11,16,Human–computer interaction; Database-centric architecture; Artificial intelligence; Solution architecture; Enterprise architecture framework; Computer science; Applications architecture; Reference architecture; Space-based architecture; View model; Data architecture,,,,,,,,,2520583068,,0,,0
050-571-717-599-069,"Exclusivity, teleology and hierarchy : Our Aristotelean legacy",,1999,journal article,Knowledge Organization,09437444,,,Hope A. Olson,"This paper examines Parmenides's Fragments, Plato's The Sophist, and Aristotle's Prior Analytics, Parts of Animals and Generation of Animals to identify three underlying presumptions of classical logic using the method of Foucauldian discourse analysis. These three presumptions are the notion of mutually exclusive categories, teleology in the sense of linear progression toward a goal, and hierarchy both through logical division and through the dominance of some classes over others. These three presumptions are linked to classificatory thought in the western tradition. The purpose of making these connections is to investigate the cultural specificity to western culture of widespread classificatory practice. It is a step in a larger study to examine classification as a cultural construction that may be systemically incompatible with other cultures and with marginalized elements of western culture.",26,2,65,73,Epistemology; Sociology; Presupposition; Praxis; Sophist; Foucauldian discourse analysis; Hierarchy; Classical logic; Western culture; Teleology,,,,,,,,,2481275076,,0,,29
051-858-967-360-549,Classifying scholarly theories and methods,,2003,journal article,Knowledge Organization,09437444,,,Rick Szostak,"This paper develops a simple yet powerful typology of scholarly theory, based on the 5W questions: Who?, What?, Where?, When?, and Why?. It also develops a list of the twelve distinct methods used by scholars. These are then evaluated in terms of the 5W questions. Classifying theory types and methods allows scholars and students to better appreciate the advantages and disadvantages of different theory types and methods. Classifications of theory and method can and should be important components of a system for classifying scholarly documents. Researchers and students are presently limited in their ability to search by theory type or method. As a result, scholars often re-invent previous research of which they were unaware.",30,1,20,35,Epistemology; Document retrieval; Scientific literature; Computer science; Scientific method; Typology,,,,,,,,,207464510,,0,,5
057-230-358-061-61X,Communication technologies and the concept of knowledge organization: A medium-theory perspective,,2002,journal article,Knowledge Organization,09437444,,,Jack Andersen,"In this article the relationship between communication technologies and the LIS (Library and Information Science) concept of knowledge organization will be examined from a medium-theory perspective. The purpose of the medium-theory perspective is to trace the historicity of the LIS concept of knowledge organization, that is, an examination of which tradition has produced the concept. The perspective will help to reveal the condition of possibilities of knowledge organization and its strong connection with communication technologies, and their constitution of the social organization of society. The means and modes of communication fundamentally alter existing ways of thinking and of producing, communicating and organizing knowledge. The LIS concept of knowledge organization will be analyzed in relation to the storing and communication of knowledge in oral cultures, written cultures, print culture, and electronic cultures. Through this, it will be argued that the narrow LIS concept of knowledge organization is subordinated and in interaction with a broader social organization of knowledge in society. Further, it will be argued that the rise of the Internet as a source of knowledge and information must be understood in relation to and in continuation of this interaction. Among other things, it will be concluded that a relevant socio-historical background and framework for the LIS concept of knowledge organization is how humans have organized their intellectual activities throughout history in terms of particular means and modes of communication. Medium theory can provide part of this background and framework.",29,1,29,39,The Internet; Historicity (philosophy); Sociology; Organizational learning; Body of knowledge; Print culture; Knowledge organization; Knowledge management; Information and Communications Technology; Social organization,,,,,,,,,2465527463,,0,,10
062-724-086-574-032,"Knowledge Organization in the Domain of Art Studies - History, Transition and Conceptional Changes",,2003,journal article,Knowledge Organization,09437444,,,Anders Ørom,"The article is an analysis of some aspects of knowledge organization in the domain of the arts, especially visual art. The analysis indicates that different socially and historically embedded discourses on art, including pre-paradigmatic studies and scholarly paradigms, pervade knowledge organization in the art institution at three levels, respectively: 1. Art exhibitions, 2. Primary and tertiary document types (printed, audio-visual, and multimedia documents), and 3. Classification systems, bibliographies, and thesauri. The article presents three paradigms in art scholarship (iconographic, stylistic and materialistic) and analyzes in which way, and to what extent, these paradigms are integrated in the taxonomies of the LCC, DDC, UDC, and Soviet BBK classification systems. The paper also addresses the relationship among paradigms, principles for exhibiting works of art, ways of conceptualising and organizing the content in documents on art history, and LIS knowledge organization systems. It is concluded that the UDC, in particular, is well suited for representation of knowledge produced in the contexts of pre-paradigmatic, iconological, and stylistic studies. But documents by the so-called New art scholars drawing on interdisciplinary studies and representing new approaches and paradigms break with the taxonomies on art in the classical hierarchical, universal classification systems. A step towards a solution of problems caused by this break is a polyhierarchical thesaurus such as the Art & Architecture Thesaurus.",30,,128,143,Epistemology; Dewey Decimal Classification; Architecture; Sociology; Materialism; Scholarship; Knowledge organization; Exhibition; Linguistics; The arts; Art methodology,,,,,http://www.forskningsdatabasen.dk/en/catalog/2398318860,http://www.forskningsdatabasen.dk/en/catalog/2398318860,,,2415379110,,0,,30
063-962-153-078-208,Domain analysis of social work: An example of an integrated methodological approach,,2003,journal article,Knowledge Organization,09437444,,,Chaim Zins; David Guttmann,"This study exemplifies an integrated methodological approach to domain analysis. The study analyzes the field of social work. It is aimed at developing a systematic, comprehensive, and scientifically valid knowledge map, and its applicability as an efficient tool to adequately represent knowledge in the field. The map is composed of seven parts: foundation (meta-knowledge), social worker, environment, organization, area of practice, method, and client. The study followed a qualitative four-phase research methodology. The first phase was a phenomenological analysis of the basic characteristics of social work as a social service. The analysis resulted in a seven-facet subject classification. In the second phase the conceptual skeleton was elaborated, and adjusted to the field of social work by a grounded-theory methodology. The data used for grounding the model were 14 social work resources. The model was tested in the third phase by classifying 200 terms randomly selected from the Dictionary of Social Work (Barker, 1999). Finally, in the fourth phase we classified 197 papers published in two leading journals, Social Work and Social Service Review, in three successive years, 1997, 1998, and 1999. This exemplary study has implications for domain analysis. The paper discusses these implications.",30,,196,212,Social environment; Epistemology; Interpretative phenomenological analysis; Sociology; Domain analysis; Social work; Data science; Research methodology; Qualitative analysis; Social organization; Phenomenology (philosophy),,,,,,,,,174186024,,0,,3
064-432-781-825-17X,The representation of knowledge in library classification schemes,,2001,journal article,Knowledge Organization,09437444,,,Pauline Rafferty,"Rafferty, Pauline, (2001) 'The representation of knowledge in library classification schemes', Knowledge Organisation 28(4) pp.180-192 RAE2008",28,4,180,191,Classification scheme; Artificial intelligence; Knowledge representation and reasoning; Library classification; Knowledge organisation; Computer science,,,,,,,,,1579061481,,0,,20
068-010-969-964-759,Classification System for Knowledge Organization Literature / I. Dahlberg,,1999,journal article,Knowledge Organization,09437444,,,G.J.A. Riesthuis,,26,4,192,202,Sociology; Knowledge organization; Knowledge management,,,,,https://www.narcis.nl/publication/RecordID/oai%3Adare.uva.nl%3Apublications%2F69e61de5-db90-4731-a01d-d3ac788e27c3,https://www.narcis.nl/publication/RecordID/oai%3Adare.uva.nl%3Apublications%2F69e61de5-db90-4731-a01d-d3ac788e27c3,,,1503828878,,0,,0
068-842-015-943-027,An analysis of some trends in classification research,,1999,journal article,Knowledge Organization,09437444,,,Birger Hjørland; Hanne Albrechtsen,"This paper takes a second look at three prevailing main themes in knowledge organization: i) the academic disciplines as the main structural principle; ii) the fiction/non-fiction distinction; and iii) the appropriate unit of analysis in online retrieval systems. The history and origin of bibliographic classification [Dewey, Bliss, Mills, Beghtol] are discussed from the perspective of pragmatist philosophy and social studies of science [Kuhn, Merton, Reica]. Choices of structural principles in different schemes are found to rely on more or less implicit philosophical foundations, ranging from rationalism to pragmatism. It is further shown how the increasing application of faceted structures as basic structural principles in universal classification schemes [DDC, UDC] impose rationalistic principles and structures for knowledge organization which are not in alignment with the development of knowledge in the covered disciplines. Further evidence of rationalism in knowledge organization is the fiction/non-fiction distinction, excluding the important role of artistic resources for, in particular, humanistic research. Finally, for the analysis of appropriate bibliographic unit, it is argued that there is a need to shift towards a semiotic approach, founded on an understanding of intertextuality, rather than applying standard principles of hierarchical decomposition of documents. It is concluded that a change in classification research is needed, founded on a more historical and social understanding of knowledge.",26,3,131,139,Epistemology; Interdisciplinarity; Sociology; Social studies; Pragmatism; Rationalism; Library classification; Knowledge organization; Unit of analysis; Discipline,,,,,,,,,2473405485,,0,,34
070-541-958-070-965,Structuring Web bibliographic resources : An exemplary subject classification scheme,,2000,journal article,Knowledge Organization,09437444,,,Chaim Zins; David Guttmann,"The Internet challenges designers of reference resources to structure user interfaces so that they facilitate quick access to bibliographies. Designers can organize bibliographies in chronological order of publication, alphabetical listing by author or title and/or subject-headings; or can follow a subject classification scheme from the relevant field. Chronological order of publication and alphabetical listings of authors and titles are the simplest ways to organize bibliographic materials, but these methods usually fail to present the thematic relations among the various items. The subject classification is the most systematic presentation, but the most complicated to develop. This study explores the subject classification model, elaborates its rationale, demonstrates an exemplary faceted subject classification scheme grounded in solid scientific foundations, and clarifies the scientific foundations of the three-phase structuring methodology that was utilized. The exemplary classificatory model is a seven-facet subject classification scheme designed for classifying scholarly papers in the field of Logotherapy. The study, in particular the scientific structuring methodology, provides an example for structuring bibliographic resources in the social sciences, as well as in other academic fields.",27,3,143,159,The Internet; Classification scheme; World Wide Web; Library classification; Information retrieval; Structuring; Faceted classification; Computer science; Logotherapy; User interface,,,,,,,,,2489681467,,0,,4
070-950-929-552-524,"Review of: H. Sawoniak, M. Witt (1999) International Bibliography of Bibliographies in Library and Information Science and related fields. Volume II",,2002,journal article,Knowledge Organization,09437444,,,G.J.A. Riesthuis,,29,,240,241,Library science; Computer science; Bibliography,,,,,,,,,2579472237,,0,,0
071-825-816-424-896,Information retrieval in translation memory systems: Assessment of current limitations and possibilities for future development,,2002,journal article,Knowledge Organization,09437444,,,Lynne Bowker,"A translation memory system is a new type of human language technology (HLT) tool that is gaining popularity among translators. Such tools allow translators to store previously translated texts in a type of aligned bilingual database, and to recycle relevant parts of these texts when producing new translations. Currently, these tools retrieve information from the database using superficial character string matching, which often results in poor precision and recall. This paper explains how translation memory systems work, and it considers some possible ways for introducing more sophisticated information retrieval techniques into such systems by taking syntactic and semantic similarity into account. Some of the suggested techniques are inspired by those used in other areas of HLT, and some by techniques used in information science.",29,,198,203,Semantic similarity; String (computer science); Language technology; Artificial intelligence; Computer data storage; Natural language processing; Information retrieval; Translation memory; Computer science; Syntax; Precision and recall; Information science,,,,,,,,,2500400124,,0,,4
072-364-355-191-82X,The Classification of Byzantine literature in the Library of Congress Classification,,2001,journal article,Knowledge Organization,09437444,,,Ανέστης Σίτας; Anestis Sitas,"Topics concerning the Classification of Byzantine literature and, generally, of Byzantine texts are discussed, analyzed and made clear. The time boundaries of this period are described as well as the kinds of published material. Schedule PA (Supplement) of the Library of Congress Classification is discussed and evaluated as far as the handling of Byzantine literature is concerned. Schedule PA is also mentioned, as well as other relevant categories. Based on the results regarding the manner of handling Classical literature texts, it is concluded that a) Early Christian literature and the Fathers of the Church must be excluded from Class PA and b) in order to achieve a uniform, continuous, consistent and reliable classification of Byzantine texts, they must be treated according to the method proposed for Classical literature by the Library of Congress in Schedule PA.",28,2,85,94,Byzantine architecture; Library of Congress Classification; Early Christianity; Classification scheme; Byzantine literature; Library of congress; Classical literature; Computer science; Linguistics; Categorization,,,,,https://lekythos.library.ucy.ac.cy/handle/10797/13545,https://lekythos.library.ucy.ac.cy/handle/10797/13545,,,2513898561,,0,,0
074-500-461-363-345,Metadata as a realm of translation: Merging knowledge domains in the design of an environmental information system,,2003,journal article,Knowledge Organization,09437444,,,Rich Gazan,"Bringing together document collections in merged information resources is becoming more common, but presents the problem of integrating content and metadata that have been created in different knowledge domains, using different classification schemes. This paper describes how a multidisciplinary team attempted to integrate metadata structures from several different collections in the development of an environmental information system. The results of this qualitative study suggest that though designers and users from diverse backgrounds could conceptualize and articulate the potential new knowledge the merged system might reveal, the perceived informational value of different access points varied with disciplinary membership, and the compromises forced by this merged collection created barriers and missed opportunities for the creation of new knowledge. However, people with a variety of backgrounds were able to contribute to negotiations about metadata decisions, suggesting that this may be a key realm of translation between diverse individuals in future collaborative environments. Consequences for domain-specific knowledge organization, and for a translation and integration role for those in the field of information science, are discussed.",30,,182,190,Knowledge representation and reasoning; Information system; Domain knowledge; Vocabulary; Knowledge organization; Computer science; Knowledge management; Discipline; Metadata; Information science,,,,,https://scholarspace.manoa.hawaii.edu/handle/10125/49413 https://scholarspace.manoa.hawaii.edu/bitstream/10125/49413/1/gazan-KO03.pdf,https://scholarspace.manoa.hawaii.edu/handle/10125/49413,,,2473154616,,0,,4
075-936-965-709-85X,Knowledge Organization Literature,,2001,journal article,Knowledge Organization,09437444,,,G.J.A. Riesthuis,,28,2,110,122,Psychology; Organizational learning; Body of knowledge; Knowledge organization; Knowledge management,,,,,http://dare.uva.nl/personal/record/198712 https://www.narcis.nl/publication/RecordID/oai%3Adare.uva.nl%3Apublications%2F2511e10d-c549-4f7e-868b-b4f340c76d5b,http://dare.uva.nl/personal/record/198712,,,2126582683,,0,,1
