Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
014-498-810-516-367,A Code for Classifiers: Whatever Happened to Merrillâ s Code?,,2004,journal article,Knowledge Organization,09437444,,,Anita Sundaram Coleman,"The work titled Code for Classifiers >> by William Stetson Merrill is examined. The development of Merrill's Code over a period of 27 years, 1912-1939 is traced by examining bibliographic, attribution, conceptual and contextual differences. The general principles advocated, the differences between variants, and three controversial features of the Code: 1) the distinction between classifying vs. classification, 2) borrowing of the bibliographic principle of authorial intention, and 3) use of Dewey Decimal class numbers for classified sequence of topics, are also discussed. The paper reveals the importance of the Code in its own time, the complexities of its presentation and assessment by its contemporaries, and it's status today.",31,3,161,176,Dewey Decimal Classification; Attribution; Sociology; Artificial intelligence; Code (cryptography); Knowledge organization; Classifier (linguistics); Text editing; Linguistics,,,,,http://arizona.openrepository.com/arizona/handle/10150/105839,http://arizona.openrepository.com/arizona/handle/10150/105839,,,109467622,,0,020-336-446-646-848; 032-723-264-099-009; 035-229-127-213-093; 040-284-628-029-57X; 057-174-075-173-87X; 059-438-671-773-803; 150-249-537-920-361; 161-493-790-406-175; 179-074-977-130-989,1
015-768-793-097-167,Developing Corporate Taxonomies for Knowledge Auditability - A Framework for Good Practices,2008-08-26,2008,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ravi S. Sharma; Schubert Foo; Miguel A. Morales-Arroyo,"The organisation of knowledge for exploitation and re-use in the modern enterprise is often a most perplexing challenge. The entire knowledge management life-cycle (for example - create, capture, organize, store, search, and transfer) is impacted by the organisation of intellectual capital into a corporate taxonomy or at the least a knowledge map (often incorrectly used interchangeably). Determining the extent to which such an objective is achieved is the focus of what is known as a knowledge audit. In this practice-oriented article, the authors review the fundamentals of creating a taxonomy, the use of meta-data in a necessary process known as classification and the role of expertise locators where the knowledge is not explicit but resides within experts in the form of tacit knowledge. The authors conclude with a framework for developing a corporate taxonomy and how such a project may be executed. The conceptual contribution of this article is the postulation that corporate taxonomies that are designed to facilitate knowledge audits lead to greater organizational impact.",35,1,30,46,Organizational learning; Body of knowledge; Personal knowledge management; Domain knowledge; Knowledge mobilization; Tacit knowledge; Corporate taxonomy; Computer science; Knowledge management; Knowledge engineering,,,,,http://www3.ntu.edu.sg/home/sfoo/publications/2008/2008Knowledge-Organisation_fmt.pdf https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1258162 https://www.ntu.edu.sg/home/sfoo/publications/2008/2008Knowledge-Organisation_fmt.pdf,http://dx.doi.org/10.5771/0943-7444-2008-1-30,,10.5771/0943-7444-2008-1-30,2257917619,,0,008-114-752-924-078; 017-656-465-905-31X; 020-750-244-497-219; 021-555-019-032-303; 026-787-086-442-120; 026-789-374-196-699; 028-495-225-718-392; 030-136-936-524-671; 039-535-007-979-765; 044-095-698-738-18X; 045-119-187-307-855; 050-405-450-488-904; 072-098-766-057-116; 100-096-010-419-783; 102-747-722-959-349; 111-638-345-430-012; 144-119-328-498-560; 145-873-495-611-066; 199-838-864-346-794,6
019-513-098-708-289,Knowledge Organization Systems (KOS),,2008,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marcia Lei Zeng,"Knowledge organization systems (KOS) can be described based on their structures (from flat to multidimensional) and main functions. The latter include eliminating ambiguity, controlling synonyms or equivalents, establishing explicit semantic relationships such as hierarchical and associative relationships, and presenting both relationships and properties of concepts in the knowledge models. Examples of KOS include lists, authority files, gazetteers, synonym rings, taxonomies and classification schemes, thesauri, and ontologies. These systems model the underlying semantic structure of a domain and provide semantics, navigation, and translation through labels, definitions, typing, relationships, and properties for concepts. The term knowledge organization systems (KOS) is intended to encompass all types of schemes for organizing information and promoting knowledge management, such as classification schemes, gazetteers, lexical databases, taxonomies, thesauri, and ontologies (Hodge 2000). These systems model the underlying semantic structure of a domain and provide semantics, navigation, and translation through labels, definitions, typing, relationships, and properties for concepts (Hill et al. 2002, Koch and Tudhope 2004). Embodied as (Web) services, they facilitate resource discovery and retrieval by acting as semantic road maps, thereby making possible a common orientation for indexers and future users, either human or machine (Koch and Tudhope 2003, 2004).",35,2-3,160,182,Embodied cognition; Semantics; Associative property; Ontology (information science); Information system; Information retrieval; Knowledge organization; Ambiguity; Computer science; Synonym,,,,,http://dx.doi.org/10.5771/0943-7444-2008-2-3-160 http://cat.inist.fr/?aModele=afficheN&cpsidt=20613691,http://dx.doi.org/10.5771/0943-7444-2008-2-3-160,,10.5771/0943-7444-2008-2-3-160,2473206977,,0,005-288-279-802-34X,82
023-285-977-392-914,ISKO News,,2008,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,35,1,59,62,,,,,,,http://dx.doi.org/10.5771/0943-7444-2008-1-59,,10.5771/0943-7444-2008-1-59,,,0,,0
025-911-772-721-524,Titelei/Inhaltsverzeichnis,,2008,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,35,2-3,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2008-2-3-i,,10.5771/0943-7444-2008-2-3-i,,,0,,0
027-098-002-929-744,International Society for Knowledge Organization. 11th General Assembly 2008. Agenda,,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,34,4,196,196,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-4-196,,10.5771/0943-7444-2007-4-196,,,0,,0
027-944-347-283-256,Knowledge Organization Literature,,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,34,2,102,112,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-2-102,,10.5771/0943-7444-2007-2-102,,,0,,0
028-693-876-144-06X,"Joseph Miller and Barbara A. Bristow, Sears List of Subject Headings, 19th ed. New York, Dublin: H. W. Wilson, 2007. li, 823 p. ISBN: 978-0-8242-1076-2 (hbk.)",,2008,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,35,1,55,56,,,,,,,http://dx.doi.org/10.5771/0943-7444-2008-1-55,,10.5771/0943-7444-2008-1-55,,,0,,0
029-360-420-966-63X,Faceted Navigation and Browsing Features in New OPACs: A More Robust Solution to Problems of Information Seekers?,,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Kathryn La Barre,,34,2,78,90,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-2-78,,10.5771/0943-7444-2007-2-78,,,0,,5
031-375-568-174-325,"Patrick Lambe. Organising Knowledge: Taxonomies, Knowledge and Organisational Effectiveness. Oxford: Chandos, 2007. xix, 277 p. ISBN 978-1-84334-228-1 (hbk.); 978-1-84334-227-4 (pbk.)",,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,34,4,266,267,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-4-266,,10.5771/0943-7444-2007-4-266,,,0,,0
032-388-474-318-614,Dewey deracialized: A critical race-theoretic perspective,2007-01-01,2007,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jonathan Furner,"Critical race theory is introduced as a potentially useful approach to the evaluation of bibliographic classification schemes. An overview is presented of the essential elements of critical race theory, including clarifications of the meanings of some important terms such as “race” and “social justice.” On the basis of a review of existing conceptions of the just and the antiracist library service, a rationale is presented for hypothesizing that critical race theory may be of use to the library and information sciences. The role of classification schemes as information institutions in their own right is established, and the Dewey Decimal Classification is introduced as the case to be studied. The challenges faced by classification-scheme designers in the construction and/or reconstruction of race-related categories are reviewed; and an analysis is presented of one sense in which it might be suggested that recent (2003) revisions in one of the DDC’s tables appear not to meet those challenges wholly successfully. An account is given of a further sense in which adoption of a critical race-theoretic approach has the more radical effect of calling into question a fundamental decision recently taken to “deracialize” the DDC. In conclusion, an assessment is made of critical race theory as a framework for evaluating library classification schemes.",34,3,144,168,Epistemology; Dewey Decimal Classification; Classification scheme; Racism; Sociology; Library classification; Critical race theory; Service information; Information science,,,,,https://works.bepress.com/furner/14/download/ https://works.bepress.com/furner/14/,http://dx.doi.org/10.5771/0943-7444-2007-3-144,,10.5771/0943-7444-2007-3-144,2128385741,,0,005-855-262-964-375; 013-710-360-492-466; 019-725-389-896-835; 023-415-661-258-48X; 028-908-906-309-044; 029-041-684-554-50X; 031-569-098-270-093; 033-898-669-534-938; 046-843-911-802-501; 048-138-748-732-150; 051-205-335-136-823; 056-798-318-790-928; 058-582-509-007-852; 059-248-758-802-999; 059-438-671-773-803; 064-979-192-032-082; 067-864-293-420-163; 070-814-769-721-563; 072-562-174-683-531; 084-806-549-347-002; 089-039-641-726-029; 091-092-189-619-757; 093-342-291-216-462; 098-167-914-533-752; 124-644-779-996-614; 124-670-931-800-743; 130-310-027-965-441; 141-127-501-591-306; 142-255-262-450-284; 148-571-180-308-199; 154-178-816-668-461; 159-184-001-397-050; 161-019-767-227-71X; 174-812-603-865-761; 176-594-815-080-114; 185-402-672-734-56X; 185-953-741-131-799; 186-320-819-181-283; 189-770-651-771-913,35
032-707-667-937-548,UDC in subject gateways: experiment or opportunity?,,2006,journal article,Knowledge Organization,09437444,,,Aida Slavic,"The paper gives a short overview of the history of use of UDC in Internet subject gateways (SGs) with an English interface, from 1993 to 2006. There were in total, nine quality controlled SGs that were functional for shorter or longer periods of time. Their typology and functionality is described. Quality SGs have evolved and the role of classification has changed accordingly from supporting subject organization on the interface and automatic categorization of resources, towards supporting a semantic linking, control and vocabulary mapping between different indexing systems in subject hubs and federated SGs. In this period, many SGs ceased to exist and little information remains available regarding their status. SGs currently using UDC, for some part of their resource organization, do not use a UDC subject hierarchy at the interface and its role in resource indexing has become more difficult to observe. Since 2000, UDC has become more prevalent in East European SGs, portals and hubs, which are outside the scope of this research. This paper is an attempt to provide a record on this particular application of UDC and to offer some consideration of the changes in requirements when it comes to the use of library classification in resource discovery.",33,2,67,85,The Internet; World Wide Web; Library classification; Vocabulary; Subject access; Hierarchy; Computer science; Search engine indexing; Typology; Categorization,,,,,http://arizona.openrepository.com/arizona/bitstream/10150/105276/1/UDCSG_AS_preprint.pdf https://arizona.openrepository.com/handle/10150/105276,https://arizona.openrepository.com/handle/10150/105276,,,1535096990,,0,002-349-572-668-052; 004-811-285-204-925; 005-124-764-796-384; 016-654-378-045-985; 018-209-067-439-431; 026-330-240-989-555; 026-513-176-440-016; 036-033-226-770-284; 056-415-932-948-210; 056-528-258-959-188; 062-053-043-216-046; 065-345-393-226-571; 066-623-418-243-110; 066-921-382-891-76X; 067-078-838-549-576; 067-584-582-110-958; 068-018-986-918-179; 070-277-249-353-807; 074-770-537-516-695; 077-834-632-222-483; 090-178-684-776-910; 096-603-327-420-505; 097-188-919-197-440; 109-106-259-238-594; 121-601-940-139-223; 122-264-668-606-057; 139-766-916-788-345; 158-636-445-534-536; 166-021-140-655-029; 174-204-429-297-383; 189-419-676-302-410,6
033-100-558-536-10X,Attributes and factors affecting the organization of knowledge resources: A case study of the library and information service industry in Taiwan,,2005,journal article,Knowledge Organization,09437444,,,Tzu-Heng Chiu,"Using a qualitative research method, in this study we investigated the attributes and factors that might affect the organization of knowledge resources in the library and information service industry. The findings from this study suggest that, in addition to ""document/content"" attributes (i.e., author, title, subject, etc.) traditionally emphasized by the library and information science field, the library and information service industry may also take ""disposition,"" ""situation,"" and ""order/scheme"" attributes as additional standards for organizing knowledge resources.",32,3,128,134,Information management; Business; Management; Qualitative research; Information industry; Knowledge organization; Influence factor; Disposition; Tertiary sector of the economy; Knowledge management; Service desk,,,,,https://tmu.pure.elsevier.com/zh/publications/attributes-and-factors-affecting-the-organization-of-knowledge-re,https://tmu.pure.elsevier.com/zh/publications/attributes-and-factors-affecting-the-organization-of-knowledge-re,,,2414466606,,0,,5
035-450-880-202-127,A Glimpse at Knowledge Organization in North America,,2007,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,,34,2,69,71,Library science; Knowledge organization; History,,,,,http://dx.doi.org/10.5771/0943-7444-2007-2-69,http://dx.doi.org/10.5771/0943-7444-2007-2-69,,10.5771/0943-7444-2007-2-69,2892938584,,0,,1
036-751-873-254-266,Governing the professional and intellectual potential of a modern organization : Sociologic approach,,2006,journal article,Knowledge Organization,09437444,,,Andrei I. Kapterev,"Governing the professional and intellectual potential is an interdisciplinary field of scientific research using a systematic process of developing innovation technologies for transforming individual knowledge and specialists' experience in such a way that would apply the knowledge and experience to the processes, services and products offered by an organization to reach its strategic goals. From the technological standpoint, governing the professional and intellectual potential represents modeling, forming, using and developing the corporate system of governing the professional and intellectual potential. We consider structuring knowledge using this model rather valuable during the stage of forming the governance system of professional and intellectual potential. Understanding, i.e., explicit definition of these factors, would allow for constant observation of the behavioral trends and for organizing the activity in a way conducive for influencing the favorable change of these factors. In addition, the presence of the critical management factor (CMF) system enables one to check the significance of any activity (i.e., any processes within a company) against these factors.",33,3,170,175,Interdisciplinarity; Sociology; Organizational analysis; Structuring; Governance system; Individual knowledge; Professional culture; Systematic process; Knowledge management; Scientific method,,,,,,,,,2491735460,,0,,4
037-935-884-055-847,Some Current Research Questions in the Field of Knowledge Organization,,2008,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,María J. López-Huertas,"The research dynamics of knowledge organization (KO) show a tendency towards the reformulation of previous questions in the new technology-driven and interdisciplinary context of KO. Current research questions in KO are dominated by a noteworthy interest in quality, related not only to the informational contents recorded in knowledge organization systems (KOS) but also to technical and technological considerations. The integration of knowledge would seem to constitute a quality indicator present in most proposals, and it also responds to the need for KOS with frameworks comprehensible for all user sectors, respecting the diversity of users. The flip side of knowledge integration entails the conjugation of technical, formal and technological aspects, well represented by the word interoperability, or the search for a way to simplify and harmonize the great variety of structures and formats that coexist in the Internet. This paper addresses the aforementioned major research concerns expressed in the last decade of KO literature. It is structured into two broad sections: 1) A demand for quality, touching on research questions related to multilingualism, cross-culturalism, social groups, minorities and ethics, as well as the integration of structures, forms and formats and the respective proposals by scholars; and 2) A demand for managing emergent knowledge in KOS, with a discussion of how to represent and organize work-oriented and organizational knowledge domains, where multidimensional knowledge (multi-, inter- and trans-disciplinarity) is addressed together with the responses put forth by various researchers.",35,2-3,113,136,The Internet; Social group; Interoperability; Information policy; Knowledge organization; Multilingualism; Research questions; Computer science; Knowledge integration; Knowledge management,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=20613688,http://dx.doi.org/10.5771/0943-7444-2008-2-3-113,,10.5771/0943-7444-2008-2-3-113,59344961,,0,,19
038-737-526-962-518,Relationships in Knowledge Organization,,2008,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rebecca Green,"Relationships that interconnect entity classes of import to knowledge organization (knowledge, documents, concepts, beings, information needs, language) include both non-subject bibliographic relationships (document-to-document relationships, responsibility relationships) and conceptual content relationships (subject relationships, relevance relationships). While the MARC format allows the recording of most bibliographic relationships, many of them are not expressed systematically. Conceptual content relationships include, in turn, interconcept and intraconcept relationships. The expression of interconcept relationships is covered by standard thesaural relationships, which typically do not distinguish fully between the underlying lexical relationship types. The full expression of complex intraconcept relationships includes indication of the basic nature of the relationship (including a set of semantic roles), the set of entities that participate in the relationship, and a mapping between participants and semantic roles. Knowledge organization schemes seldom express these relationships fully.",35,2-3,150,159,Artificial intelligence; Knowledge organization; Conceptual content; Computer science; Knowledge management; Semantic role labeling; Information needs,,,,,http://dx.doi.org/10.5771/0943-7444-2008-2-3-150 http://cat.inist.fr/?aModele=afficheN&cpsidt=20613690,http://dx.doi.org/10.5771/0943-7444-2008-2-3-150,,10.5771/0943-7444-2008-2-3-150,2519112274,,0,,16
040-159-650-775-576,“What is Knowledge Organization” Guest Editors: Ia C. McIlwaine and Joan S. Mitchell,,2008,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,35,2-3,79,81,,,,,,,http://dx.doi.org/10.5771/0943-7444-2008-2-3-79,,10.5771/0943-7444-2008-2-3-79,,,0,,0
043-032-344-884-003,Personal Author Index,,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,34,4,282,283,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-4-282,,10.5771/0943-7444-2007-4-282,,,0,,0
044-198-652-180-16X,Potential and prospects of taxonomies for content organization,,2006,journal article,Knowledge Organization,09437444,,,Wang Zhonghong; Abdus Sattar Chaudhry; Christopher S. G. Khoo,"While taxonomies are being increasingly discussed in published and grey literature, the term taxonomy still seems to be stated quite loosely and obscurely. This paper aims at explaining and clarifying the concept of taxonomy in the context of information organization. To this end, the salient features of taxonomies are identified and their scope, nature, and role are further elaborated based on an extensive literature review. In the meantime, the connection and distinctions between taxonomies and classification schemes and thesauri are also identified, and the rationale that taxonomies are chosen as a viable knowledge organization system used in organization-wide websites to support browsing and aid navigation is clarified.",33,3,160,169,Data mining; Classification scheme; Data science; Knowledge organization system; Knowledge organization; Salient; Content organization; Computer science; Grey literature,,,,,,,,,194667454,,0,,11
044-781-464-068-902,Knowledge Organization Literature,,2007,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,34,3,172,187,,,,,,,http://dx.doi.org/10.5771/0943-7444-2007-3-172,,10.5771/0943-7444-2007-3-172,,,0,,0
047-610-285-132-57X,"Marc Ereshefsky. The Poverty of the Linnaean Hierarchy: A Philosophical Study of Biological Taxonomy. Cambridge: Cambridge University Press, 2007. x, 316 p. ISBN-13: 978-0-521-03883-6",,2008,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,35,4,255,259,,,,,,,http://dx.doi.org/10.5771/0943-7444-2008-4-255,,10.5771/0943-7444-2008-4-255,,,0,,0
