Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
011-876-890-855-778,Referencing as Evidentiary: An Editorial,2020-04-22,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,<p />,47,1,4,12,Law,,,,,http://dx.doi.org/10.5771/0943-7444-2020-1-4,http://dx.doi.org/10.5771/0943-7444-2020-1-4,,10.5771/0943-7444-2020-1-4,3020063861,,0,,0
014-665-421-131-071,An Automatic Method for Extracting Innovative Ideas Based on the Scopus® Database,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Lielei Chen; Hui Fang,"<p>The novelty of knowledge claims in a research paper can be considered an evaluation criterion for papers to supplement citations. To provide a foundation for research evaluation from the perspective of innovativeness, we propose an automatic approach for extracting innovative ideas from the abstracts of technology and engineering papers. The approach extracts N-grams as candidates based on part-of-speech tagging and determines whether they are novel by checking the Scopus® database to determine whether they had ever been presented previously. Moreover, we discussed the distributions of innovative ideas in different abstract structures. To improve the performance by excluding noisy N-grams, a list of stop-words and a list of research description characteristics were developed. We selected abstracts of articles published from 2011 to 2017 with the topic of semantic analysis as the experimental texts. Excluding noisy N-grams, considering the distribution of innovative ideas in abstracts, and suitably combining N-grams can effectively improve the performance of automatic innovative idea extraction. Unlike co-word and co-citation analysis, innovative-idea extraction aims to identify the differences in a paper from all previously published papers. </p>",46,3,171,186,Information retrieval; Computer science; Scopus,,,,,http://dx.doi.org/10.5771/0943-7444-2019-3-171,http://dx.doi.org/10.5771/0943-7444-2019-3-171,,10.5771/0943-7444-2019-3-171,2955707708,,0,,0
014-931-431-577-818,,,2019,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,8,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-8,,10.5771/0943-7444-2019-8,,,0,,0
016-092-217-821-304,,,2019,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-1,,10.5771/0943-7444-2019-1,,,0,,0
016-442-481-044-29X,The Flemish Research Discipline Classification Standard: A Practical Approach,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Sadia Vancauwenbergh; Hanne Poelmans,,46,5,354,363,Sociology; Flemish; Management science,,,,,http://dx.doi.org/10.5771/0943-7444-2019-5-354,http://dx.doi.org/10.5771/0943-7444-2019-5-354,,10.5771/0943-7444-2019-5-354,2969860820,,0,,0
019-178-979-244-511,Hornbostel-Sachs Classification of Musical Instruments,2019-09-12,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Deborah Lee,"This paper discusses the Hornbostel-Sachs Classification of Musical Instruments. This classification system was originally designed for musical instruments and books about instruments, and was first published in German in 1914. Hornbostel-Sachs has dominated organological discourse and practice since its creation, and this article analyses the scheme’s context, background, versions and impact. The position of Hornbostel-Sachs in the history and development of instrument classification is explored. This is followed by a detailed analysis of the mechanics of the scheme, including its decimal notation, the influential broad categories of the scheme, its warrant, and its typographical layout. The version history of the scheme is outlined and the relationships between versions is visualised, including its translations, the introduction of the electrophones category, and the Musical Instruments Museums Online (MIMO) version designed for a digital environment. The reception of Hornbostel-Sachs is analysed, and its usage, criticism and impact are all considered. As well as dominating organological research and practice for over a century, it is shown that Hornbostel-Sachs also had a significant influence on the bibliographic classification of music.",47,1,72,72,German; Library classification; Warrant; Version history; Computer science; Linguistics; Musical; Decimal; Criticism,,,,,https://openaccess.city.ac.uk/id/eprint/22554/,http://dx.doi.org/10.5771/0943-7444-2020-1-72,,10.5771/0943-7444-2020-1-72,2971520102,,0,,0
021-223-006-031-327,Titelei/Inhaltsverzeichnis,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,4,243,244,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-4-243,,10.5771/0943-7444-2019-4-243,,,0,,0
023-752-023-695-957,The Respective Roles of Intellectual Creativity and Automation in Representing Diversity: Human and Machine Generated Bias,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Vanda Broughton,"<p>The paper traces the development of the discussion around ethical issues in artificial intelligence, and considers the way in which humans have affected the knowledge bases used in machine learning. The phenomenon of bias or discrimination in machine ethics is seen as inherited from humans, either through the use of biased data or through the semantics inherent in intellectually-built tools sourced by intelligent agents. The kind of biases observed in AI are compared with those identified in the field of knowledge organization, using religious adherents as an example of a community potentially marginalized by bias. A practical demonstration is given of apparent religious prejudice inherited from source material in a large database deployed widely in computational linguistics and automatic indexing. Methods to address the problem of bias are discussed, including the modelling of the moral process on neuroscientific understanding of brain function. The question is posed whether it is possible to model religious belief in a similar way, so that robots of the future may have both an ethical and a religious sense and themselves address the problem of prejudice. </p>",46,8,596,606,Creativity; Automation; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2019-8-596,http://dx.doi.org/10.5771/0943-7444-2019-8-596,,10.5771/0943-7444-2019-8-596,2965597800,,0,,0
024-738-662-276-009,Databases should Keep Pace with the Needs of scientific Exploration: “Nationality” should be added to scientific Research Databases,2020-04-22,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Guangyue Wei,,47,1,93,94,Political science; Nationality; Pace; Public relations; Scientific method,,,,,http://dx.doi.org/10.5771/0943-7444-2020-1-93,http://dx.doi.org/10.5771/0943-7444-2020-1-93,,10.5771/0943-7444-2020-1-93,3020667724,,0,,0
025-821-488-887-835,Brief Communication: The Need for a National-Level Working Group for Higher Education Research Data in The Netherlands,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rahul Thorat; Reinout van Brakel,,46,5,380,386,Higher education; Political science; National level; Research data; Medical education,,,,,http://dx.doi.org/10.5771/0943-7444-2019-5-380,http://dx.doi.org/10.5771/0943-7444-2019-5-380,,10.5771/0943-7444-2019-5-380,2969681533,,0,,0
025-832-836-773-820,Facet,,2020,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Michèle Hudon,"<p>S.R. Ranganathan is credited with the introduction of the term “facet” in the field of knowledge organization towards the middle of the twentieth century. Facets have traditionally been used to organize document collections and to express complex subjects. In the digital world, they act as filters to facilitate navigation and improve retrieval. But the popularity of the term does not mean that a definitive characterization of the concept has been established. Indeed, several conceptualizations of the facet co-exist. This article provides an overview of formal and informal definitions found in the literature of knowledge organization, followed by a discussion of four common conceptualizations of the facet: process vs product, nature vs function, object vs subject and organization vs navigation. </p>",47,4,320,333,,,,,,,http://dx.doi.org/10.5771/0943-7444-2020-4-320,,10.5771/0943-7444-2020-4-320,,,0,,0
026-048-467-239-979,Knowledge Organization as Knowledge Creation: Surfacing Community Participation in Archival Arrangement and Description,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Greg Bak; Danielle Allard; Shawna Ferris,"<p>Remix or bricolage is recognized as a primary mode of knowledge creation in contemporary digital culture. Archival arrangement represents a form of bricolage that archivists have been practicing for years. By organizing records according to provenance, archivists engage in knowledge creation. Archival theory holds that records are created as an output from social and bureaucratic processes. Archival description, then, could serve as a form of archival record, bearing evidence of the processes of archival arrangement. Current participatory and community-based approaches to archival description urgently require an evidential record of their processes of community consultation and professional mediation. This paper examines two Canadian community-based, participatory archival projects. Project Naming, at Library and Archives Canada, draws upon Inuit community contributions to augment the often sparse and sometimes offensive descriptions of historic photos of arctic peoples. The Sex Work Database at the University of Manitoba, works with sex work activists to create and apply a tagging folksonomy to a collection of websites, organizational records and news media. Analysis of these diverse, community-based projects reveals how current approaches to description make it difficult to distinguish between professional and community contributions to arrangement and description, and proposes ways to make such contributions more apparent. </p>",46,7,502,521,Sociology; Knowledge organization; Knowledge creation; Community participation; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2019-7-502,http://dx.doi.org/10.5771/0943-7444-2019-7-502,,10.5771/0943-7444-2019-7-502,3000708489,,0,,0
026-513-859-739-295,Index to Volume 46,,2020,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,47,1,96,99,,,,,,,http://dx.doi.org/10.5771/0943-7444-2020-1-96,,10.5771/0943-7444-2020-1-96,,,0,,0
026-982-172-464-821,Trajectories for Research : Fathoming the Promise of the NARCIS Classification,2019-07-01,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,"NARCIS—National Academic Research and Collaborations Information System-- is the national research portal for the Netherlands’ data and research archiving, which is governed by its own NARCIS Classification. The current instantiation of the classification dates from 2015. The classification is currently made up of two classes—D for the sciences broadly, and E for interdisciplinary areas. The NARCIS Classification is designed specifically and with care for the contents of the NARCIS data portal. The classification mostly represents the sciences. A few anomalous situations are visible in the ontology of the classification: the humanities occupy one division within the sciences, placed between the life sciences and law; and, the treatment of interdisciplinarity, for which a separate class E is set aside for interdisciplinary sciences. A dump of the NARCIS database was used to analyze the population of the NARCIS classification. The life sciences occupy 34% of the NARCIS database. A framework for research networking systems reveals the NARCIS database and its classification most objectives, with the only lapse being the output of entities and attributes to ontologies. The NARCIS Classification is also an occupational classification. The NARCIS classification supports a vital research portal that, in turn, supports a nationally-coordinated research effort designed to provide better inter-institutional communication of scholarly productivity, thus is in itself an information institution, in which domain-dependence is part of its cultural imperative. The NARCIS Classification incorporates an example of top-down politics in which funded disciplines are included and best represented. A perhaps unintended consequence is the encapsulation of forced views. Trajectories for further discussion with regard to continued development of the NARCIS Classification include identity, interoperability, interdisciplinarity, and synthesis.",46,5,337,344,Encapsulation (computer programming); Ontology (information science); Information system; Interoperability; Data science; Ontology; Population; Data portal; Computer science,,,,,https://www.narcis.nl/publication/RecordID/oai%3Apure.knaw.nl%3Apublications%2Faad2ccce-1ec5-4916-a07e-0ac22a604275,http://dx.doi.org/10.5771/0943-7444-2019-5-337,,10.5771/0943-7444-2019-5-337,2969349949,,0,,1
027-982-402-735-516,Books Recently Published,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,3,240,240,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-3-240,,10.5771/0943-7444-2019-3-240,,,0,,0
029-802-919-603-462,Titelei/Inhaltsverzeichnis,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,7,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-7-i,,10.5771/0943-7444-2019-7-i,,,0,,0
030-362-731-099-857,"Embed First, Then Predict",,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Shenghui Wang; Rob Koopman,,46,5,364,370,Machine learning; Artificial intelligence; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2019-5-364,http://dx.doi.org/10.5771/0943-7444-2019-5-364,,10.5771/0943-7444-2019-5-364,2969636684,,0,,0
030-902-854-635-052,Ingetraut Dahlberg (1927-2017),2020-04-06,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Peter Ohly,"<p>Dr. Ingetraut Dahlberg essentially introduced and shaped the term “knowledge organization.” She also was the main engine in the founding of the scientific associations Society for Classification and International Society for Knowledge Organization as well as the journals International Classification and Knowledge Organization. In 2017, Ingetraut Dahlberg died at the age of ninety years. Some life data and scientific contributions are presented here. </p>",47,2,173,182,,,,,,http://dx.doi.org/10.5771/0943-7444-2020-2-173,http://dx.doi.org/10.5771/0943-7444-2020-2-173,,10.5771/0943-7444-2020-2-173,3015225541,,0,,0
032-050-236-233-836,Human-centric Faceted Approach for Ontology Construction,2020-04-22,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Shiv Shakti Ghosh; Subhashis Das; Sunil Kumar Chatterjee,"<p>In this paper, we propose an ontology building method, called human-centric faceted approach for ontology construction (HCFOC). HCFOC uses the human-centric approach, improvised with the idea of selective dissemination of information (SDI), to deal with context. Further, this ontology construction process makes use of facet analysis and an analytico-synthetic classification approach. This novel fusion contributes to the originality of HCFOC and distinguishes it from other existing ontology construction methodologies. Based on HCFOC, an ontology of the tourism domain has been designed using the Protégé-5.5.0 ontology editor. The HCFOC methodology has provided the necessary flexibility, extensibility, robustness and has facilitated the capturing of background knowledge. It models the tourism ontology in such a way that it is able to deal with the context of a tourist’s information need with precision. This is evident from the result that more than 90% of the user’s queries were successfully met. The use of domain knowledge and techniques from both library and information science and computer science has helped in the realization of the desired purpose of this ontology construction process. It is envisaged that HCFOC will have implications for ontology developers. The demonstrated tourism ontology can support any tourism information retrieval system. </p>",47,1,31,44,World Wide Web; Ontology construction; Human centric; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2020-1-31,http://dx.doi.org/10.5771/0943-7444-2020-1-31,,10.5771/0943-7444-2020-1-31,3018552045,,0,,0
032-830-367-521-501,Titelei/Inhaltsverzeichnis,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,46,8,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-8-i,,10.5771/0943-7444-2019-8-i,,,0,,0
033-950-497-342-66X,The Sociological and Ontological Dimensions of the Knowledge Organization Domain on Google Scholar Citations,2020-04-06,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marcin Roszkowski,"<p>This study aims to identify the profiles of researchers in the knowledge organization domain on Google Scholar Citations (GSC) and investigate its sociological and ontological dimensions. The sociological dimension is related to GSC users who declared research interests that fall within the scope of the knowledge organization domain. The ontological dimension is based on the study of these concepts. Domain analysis was used as a methodological framework for this study. A search was conducted on GSC using keywords in order to create a list of scholars who declared the knowledge organization domain as one of their research interests in their Google Scholar Profiles (GSPs). Next, the search for GSPs of authors who had published their papers in the Knowledge Organization journal from 2000 to 2019 was conducted. The results showed that there were 379 publicly available GSPs. Analysis of the affiliated institutions showed that the majority of them were based respectively in the USA, Brazil, and then in India. The ontological dimension of the knowledge organization domain on GSC was examined by studying keywords attached to GSPs. The most frequently used keywords were identified and using network analysis five clusters that represented the main areas of interest were extracted. </p>",47,2,160,172,Epistemology; Sociology; Ontology; Knowledge organization,,,,,http://dx.doi.org/10.5771/0943-7444-2020-2-160,http://dx.doi.org/10.5771/0943-7444-2020-2-160,,10.5771/0943-7444-2020-2-160,3015908230,,0,,0
034-374-636-579-338,"Fictional Literature, Classification and Indexing",,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jarmo Saarti,"<p> Fiction content analysis and retrieval are interesting specific topics for two major reasons: 1) the extensive use of fictional works; and, 2) the multimodality and interpretational nature of fiction. The primary challenge in the analysis of fictional content is that there is no single meaning to be analysed; the analysis is an ongoing process involving an interaction between the text produced by author, the reader and the society in which the interaction occurs. Furthermore, different audiences have specific needs to be taken into consideration. This article explores the topic of fiction knowledge organization, including both classification and indexing. It provides a broad and analytical overview of the literature as well as describing several experimental approaches and developmental projects for the analysis of fictional content. Traditional fiction indexing has been mainly based on the factual aspects of the work; this has then been expanded to handle different aspects of the fictional work. There have been attempts made to develop vocabularies for fiction indexing. All the major classification schemes use the genre and language/culture of fictional works when subdividing fictional works into subclasses. The evolution of shelf classification of fiction and the appearance of different types of digital tools have revolutionized the classification of fiction, making it possible to integrate both indexing and classification of fictional works.</p>",46,4,320,332,Information retrieval; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-2019-4-320,http://dx.doi.org/10.5771/0943-7444-2019-4-320,,10.5771/0943-7444-2019-4-320,2965350711,,0,,0
036-935-729-237-660,Astronomy Classification: Towards a Faceted Classification Scheme,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Emma Quinlan; Pauline Rafferty,<p />,46,4,260,278,Information retrieval; Faceted classification; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2019-4-260,http://dx.doi.org/10.5771/0943-7444-2019-4-260,,10.5771/0943-7444-2019-4-260,2966474877,,0,,0
038-672-772-106-894,Titelei/Inhaltsverzeichnis,,2020,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,47,2,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2020-2-i,,10.5771/0943-7444-2020-2-i,,,0,,0
039-088-632-836-477,“Why On Earth Would We Not Genrefy the Books?”: A Study of Reader-Interest Classification In School Libraries,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Robin A. Moeller; Kim Becnel,"<p>Through their work as instructors in a master of library science program, the authors observed a sharp increase in students’ desire to adopt the reader-interest classification approach of genrefication for their school libraries’ fiction collections. In order to better understand this trend, the researchers interviewed seven school librarians regarding their motivations for genrefying their libraries’ fiction collections; the challenges they encountered during or after the genrefication process; and any benefits they perceived as having resulted in the implementation of genrefication. The data suggest that the librarians’ interests in genrefication stem mostly from the lack of time they have to help individual students find materials, and the lack of time students are given out of the instructional day to explore the libraries’ fiction collections. The participants felt that reclassifying the library’s fiction collection by genre gave students more ownership of the fiction collection and allowed them to find materials that genuinely interested them. The significant challenges the librarians faced in the reorganization process speak to challenges regarding the ways in which librarians attempt to provide access to diverse materials for all patrons. </p>",46,3,199,208,Library science; History,,,,,http://dx.doi.org/10.5771/0943-7444-2019-3-199,http://dx.doi.org/10.5771/0943-7444-2019-3-199,,10.5771/0943-7444-2019-3-199,2953445755,,0,,0
045-388-908-940-286,Knowledge Organization Systems for the Representation of Multimedia Resources on the Web: A Comparative Analysis,2020-07-23,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Daniela Lucas da Silva Lemos; Renato Rocha Souza,"<p>The lack of standardization in the production, organization and dissemination of information in documentation centers and institutions alike, as a result from the digitization of collections and their availability on the internet has called for integration efforts. The sheer availability of multimedia content has fostered the development of many distinct and, most of the time, independent metadata standards for its description. This study aims at presenting and comparing the existing standards of metadata, vocabularies and ontologies for multimedia annotation and also tries to offer a synthetic overview of its main strengths and weaknesses, aiding efforts for semantic integration and enhancing the findability of available multimedia resources on the web. We also aim at unveiling the characteristics that could, should and are perhaps not being highlighted in the characterization of multimedia resources. </p>",47,4,300,319,World Wide Web; Knowledge organization; Computer science; Multimedia,,,,,http://dx.doi.org/10.5771/0943-7444-2020-4-300,http://dx.doi.org/10.5771/0943-7444-2020-4-300,,10.5771/0943-7444-2020-4-300,3044830694,,0,,0
045-521-618-764-413,Web Archive,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Niels Ole Finnemann,,46,1,47,70,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-1-47,,10.5771/0943-7444-2019-1-47,,,0,,0
046-376-269-492-795,What Researchers are Currently Saying about Ontologies: A Review of Recent Web of Science Articles,2020-07-09,2020,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Luís Machado; Maurício Barcellos Almeida; Renato Rocha Souza,"<p>Traditionally connected to philosophy, the term ontology is increasingly related to information systems areas. Some researchers consider the approaches of the two disciplinary contexts to be completely different. Others consider that, although different, they should talk to each other, as both seek to answer similar questions. With the extensive literature on this topic, we intend to contribute to the understanding of the use of the term ontology in current research and which references support this use. An exploratory study was developed with a mixed methodology and a sample collected from the Web of Science of articles published in 2018. The results show the current prevalence of computer science in studies related to ontology and also of Gruber's view suggesting ontology as kind of conceptualization, a dominant view in that field. Some researchers, particularly in the field of biomedicine, do not adhere to this dominant view but to another one that seems closer to ontological study in the philosophical context. The term ontology, in the context of information systems, appears to be consolidating with a meaning different from the original, presenting traces of the process of “metaphorization” in the transfer of the term between the two fields of study.</p>",47,3,199,219,Engineering; World Wide Web; Ontology (information science); Web of science,,,,,http://dx.doi.org/10.5771/0943-7444-2020-3-199,http://dx.doi.org/10.5771/0943-7444-2020-3-199,,10.5771/0943-7444-2020-3-199,3041783849,,0,,0
050-238-052-849-254,Mapping the KO Community,,2019,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Heather Moulaison Sandy; Andrew Dillon,"<p>Knowledge organization (KO) is considered a distinctive disciplinary focus of information science, with strong connections to other intellectual domains such as philosophy, computer science, psychology, sociology, and more. Given its inherent interdisciplinarity, we ask what might a map of the physical, cultural, and intellectual geography of the KO community look like? Who is participating in this discipline’s scholarly discussion, and from what locations, both geographically and intellectually? Using the unit of authorship in the journal Knowledge Organization, where is the nexus of KO activity and what patterns of authorship can be identified? Cultural characteristics were applied as a lens to explore who is and is not participating in the international conversation about KO. World Bank GNI per capita estimates were used to compare relative wealth of countries and Hofstede’s Individualism dimension was identified as a way of understanding attributes of countries whose scholars are participating in this dialog. Descriptive statistics were generated through Excel, and data visualizations were rendered through Tableau Public and TagCrowd. The current project offers one method for examining an international and interdisciplinary field of study but also suggests potential for analyzing other interdisciplinary areas within the larger discipline of information science. </p>",46,8,578,589,,,,,,,http://dx.doi.org/10.5771/0943-7444-2019-8-578,,10.5771/0943-7444-2019-8-578,,,0,,0
051-353-448-905-654,The Brain is a Knowledge Graph,,2019,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Guohua Xiao,,46,1,71,71,Knowledge graph; Computer science; Theoretical computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2019-1-71,http://dx.doi.org/10.5771/0943-7444-2019-1-71,,10.5771/0943-7444-2019-1-71,2916460692,,0,,0
